simp_word,trad_word,freq,pinyin
信息披露,信息披露,282680,xin xi pi lu
对价,對價,281461,dui jia
执法人员,執法人員,279887,zhi fa ren yuan
建设部,建設部,277653,jian she bu
直辖市,直轄市,274077,zhi xia shi
印花税,印花稅,268800,yin hua shui
医疗保险,醫療保險,267687,yi liao bao xian
辩护,辯護,264762,bian hu
从业人员,從業人員,262816,cong ye ren yuan
谋杀,謀殺,256522,mou sha
信访,信訪,255160,xin fang
抵触,牴觸,251142,di chu
一审,一審,251108,yi shen
人事部,人事部,241692,ren shi bu
扶贫,扶貧,239281,fu pin
战时,戰時,238659,zhan shi
侵犯版权,侵犯版權,237534,qin fan ban quan
市场占有率,市場佔有率,237293,shi chang zhan you lv
贿赂,賄賂,235133,hui lu
建设工程,建設工程,234906,jian she gong cheng
争执,爭執,231789,zheng zhi
职权,職權,226608,zhi quan
年度报告,年度報告,215498,nian du bao gao
注册商标,註冊商標,214592,zhu ce shang biao
发展规划,發展規劃,214113,fa zhan gui hua
经营范围,經營範圍,206346,jing ying fan wei
裁决,裁決,201110,cai jue
保全,保全,200757,bao quan
裁定,裁定,199397,cai ding
涉案,涉案,194904,she an
注销,註銷,190060,zhu xiao
伪造,僞造,188302,wei zao
缺席,缺席,184918,que xi
仿冒,仿冒,182448,fang mao
中级人民法院,中級人民法院,179825,zhong ji ren min fa yuan
医疗费,醫療費,179405,yi liao fei
归还,歸還,174946,gui huan
队伍建设,隊伍建設,174939,dui wu jian she
注册会计师,註冊會計師,174557,zhu ce kuai ji shi
债权人,債權人,172843,zhai quan ren
挪用,挪用,171500,nuo yong
道路交通,道路交通,169717,dao lu jiao tong
接管,接管,168540,jie guan
配偶,配偶,168243,pei ou
信息产业部,信息產業部,167318,xin xi chan ye bu
建设用地,建設用地,166785,jian she yong di
殴打,毆打,166403,ou da
人民检察院,人民檢察院,165379,ren min jian cha yuan
乙方,乙方,162195,yi fang
兼并,兼併,161673,jian bing
家产,家產,158509,jia chan
印章,印章,154551,yin zhang
推翻,推翻,154435,tui fan
法学院,法學院,152816,fa xue yuan
上海证券交易所,上海證券交易所,148626,shang hai zheng quan jiao yi suo
经营权,經營權,146852,jing ying quan
新材料,新材料,136327,xin cai liao
要约,要約,133850,yao yue
母公司,母公司,133534,mu gong si
公司债,公司債,131398,gong si zhai
破案,破案,131289,po an
药品监督管理,藥品監督管理,131025,yao pin jian du guan li
船员,船員,130499,chuan yuan
手按,手按,129965,shou an
反垄断,反壟斷,128035,fan long duan
社会治安,社會治安,126728,she hui zhi an
中央军委,中央軍委,126643,zhong yang jun wei
政治部,政治部,126458,zheng zhi bu
法医,法醫,126020,fa yi
农业银行,農業銀行,122097,nong ye yin hang
调查报告,調查報告,121212,diao cha bao gao
对冲,對沖,118653,dui chong
债务人,債務人,118399,zhai wu ren
最高人民法院,最高人民法院,118061,zui gao ren min fa yuan
首席执行官,首席執行官,116146,shou xi zhi xing guan
麻醉药品,麻醉藥品,115767,ma zui yao pin
国有股,國有股,115613,guo you gu
文化部,文化部,115478,wen hua bu
合同约定,合同約定,115474,he tong yue ding
清偿,清償,113124,qing chang
分居,分居,112083,fen ju
违约金,違約金,111092,wei yue jin
国土资源部,國土資源部,110010,guo tu zi yuan bu
私营企业,私營企業,106619,si ying qi ye
规范性,規範性,104607,gui fan xing
国家主席,國家主席,103505,guo jia zhu xi
经济法,經濟法,103489,jing ji fa
典当,典當,100639,dian dang
国家公务员,國家公務員,99772,guo jia gong wu yuan
药品监督管理局,藥品監督管理局,99045,yao pin jian du guan li ju
专利权,專利權,98120,zhuan li quan
和谐发展,和諧發展,97981,he xie fa zhan
备忘录,備忘錄,95339,bei wang lu
授权委托书,授權委託書,94247,shou quan wei tuo shu
展期,展期,92334,zhan qi
废除,廢除,92303,fei chu
经营许可证,經營許可證,90421,jing ying xu ke zheng
医药费,醫藥費,87232,yi yao fei
商业贿赂,商業賄賂,87099,shang ye hui lu
房地产开发企业,房地產開發企業,86737,fang di chan kai fa qi ye
按揭贷款,按揭貸款,84457,an jie dai kuan
用词,用詞,83844,yong ci
业主委员会,業主委員會,82273,ye zhu wei yuan hui
下毒,下毒,82138,xia du
全文检索,全文檢索,82101,quan wen jian suo
反垄断法,反壟斷法,81386,fan long duan fa
证券法,證券法,80999,zheng quan fa
笔录,筆錄,80668,bi lu
国家旅游局,國家旅遊局,80245,guo jia lv you ju
弄虚作假,弄虛作假,79999,nong xu zuo jia
公司债券,公司債券,79455,gong si zhai quan
资产负债表,資產負債表,78937,zi chan fu zhai biao
最终解释权,最終解釋權,78924,zui zhong jie shi quan
古希腊,古希臘,77960,gu xi la
列席,列席,77480,lie xi
个体工商户,個體工商戶,77132,ge ti gong shang hu
加工贸易,加工貿易,76768,jia gong mao yi
判决书,判決書,76150,pan jue shu
强制执行,強制執行,74825,qiang zhi zhi xing
控股公司,控股公司,74797,kong gu gong si
企业制度,企業制度,74439,qi ye zhi du
中签,中籤,74364,zhong qian
委托代理人,委託代理人,72968,wei tuo dai li ren
控告,控告,71748,kong gao
法律文件,法律文件,69349,fa lv wen jian
泄密,泄密,67543,xie mi
中国农业银行,中國農業銀行,67119,zhong guo nong ye yin hang
变更登记,變更登記,66757,bian geng deng ji
年终奖,年終獎,66423,nian zhong jiang
胁迫,脅迫,66214,xie po
垫付,墊付,66176,dian fu
规范性文件,規範性文件,65947,gui fan xing wen jian
排放标准,排放標準,65601,pai fang biao zhun
废止,廢止,65154,fei zhi
暂行规定,暫行規定,64847,zan xing gui ding
劳动和社会保障部,勞動和社會保障部,63600,lao dong he she hui bao zhang bu
牟利,牟利,63496,mou li
中国社会科学院,中國社會科學院,63207,zhong guo she hui ke xue yuan
联营,聯營,62748,lian ying
要件,要件,62223,yao jian
婚约,婚約,61890,hun yue
保险合同,保險合同,61572,bao xian he tong
执行董事,執行董事,61222,zhi xing dong shi
嫖客,嫖客,60810,piao ke
驻外,駐外,60660,zhu wai
划转,劃轉,60553,hua zhuan
农村信用社,農村信用社,60502,nong cun xin yong she
行为规范,行爲規範,59529,xing wei gui fan
房屋拆迁,房屋拆遷,59294,fang wu chai qian
承兑,承兌,59081,cheng dui
发展研究中心,發展研究中心,58841,fa zhan yan jiu zhong xin
娱乐活动,娛樂活動,58785,yu le huo dong
轮奸,輪姦,57811,lun jian
宅基地,宅基地,57691,zhai ji di
青霉素,青黴素,57524,qing mei su
小产权,小產權,57007,xiao chan quan
执业证,執業證,56802,zhi ye zheng
医疗事故,醫療事故,56643,yi liao shi gu
违约责任,違約責任,56447,wei yue ze ren
集体经济,集體經濟,56338,ji ti jing ji
未遂,未遂,56179,wei sui
挂靠,掛靠,55973,gua kao
现代企业制度,現代企業制度,55793,xian dai qi ye zhi du
土地出让金,土地出讓金,55750,tu di chu rang jin
中国政法大学,中國政法大學,55530,zhong guo zheng fa da xue
中央党校,中央黨校,55504,zhong yang dang xiao
安全局,安全局,55142,an quan ju
前提条件,前提條件,53567,qian ti tiao jian
承包经营,承包經營,53055,cheng bao jing ying
股份制企业,股份制企業,52677,gu fen zhi qi ye
迎刃而解,迎刃而解,52621,ying ren er jie
市纪委,市紀委,52543,shi ji wei
非机动车,非機動車,52250,fei ji dong che
股息,股息,52100,gu xi
商业企业,商業企業,51458,shang ye qi ye
感化,感化,51325,gan hua
改革试点,改革試點,51172,gai ge shi dian
优惠价格,優惠價格,50258,you hui jia ge
拘捕,拘捕,49731,ju bu
基本养老保险,基本養老保險,49214,ji ben yang lao bao xian
特别规定,特別規定,49171,te bie gui ding
懈怠,懈怠,49113,xie dai
滥用职权,濫用職權,49019,lan yong zhi quan
农业税,農業稅,48801,nong ye shui
专利产品,專利產品,48135,zhuan li chan pin
拆迁人,拆遷人,48081,chai qian ren
一级市场,一級市場,48043,yi ji shi chang
名胜古迹,名勝古蹟,47191,ming sheng gu ji
刑事辩护,刑事辯護,47159,xing shi bian hu
仓单,倉單,47032,cang dan
香港特别行政区,香港特別行政區,46948,xiang gang te bie xing zheng qu
犯罪团伙,犯罪團伙,46830,fan zui tuan huo
虚假广告,虛假廣告,46775,xu jia guang gao
工业产品,工業產品,46711,gong ye chan pin
内幕交易,內幕交易,46528,nei mu jiao yi
中国工程院,中國工程院,46446,zhong guo gong cheng yuan
剥夺政治权利,剝奪政治權利,46165,bo duo zheng zhi quan li
应诉,應訴,46109,ying su
个体户,個體戶,46075,ge ti hu
被执行人,被執行人,46073,bei zhi xing ren
招标投标,招標投標,46072,zhao biao tou biao
假药,假藥,45999,jia yao
赔礼道歉,賠禮道歉,45917,pei li dao qian
稳步增长,穩步增長,45319,wen bu zeng zhang
地方法,地方法,45015,di fang fa
法制办,法制辦,44625,fa zhi ban
小产权房,小產權房,44545,xiao chan quan fang
要约收购,要約收購,43399,yao yue shou gou
社会公德,社會公德,43231,she hui gong de
统战部,統戰部,42430,tong zhan bu
依法治国,依法治國,42395,yi fa zhi guo
履行合同,履行合同,42386,lv xing he tong
责任保险,責任保險,41989,ze ren bao xian
自告,自告,41810,zi gao
经国务院批准,經國務院批准,41695,jing guo wu yuan pi zhun
吸收合并,吸收合併,41492,xi shou he bing
促进社会和谐,促進社會和諧,41388,cu jin she hui he xie
诈骗罪,詐騙罪,40930,zha pian zui
专门委员会,專門委員會,40700,zhuan men wei yuan hui
房地产开发公司,房地產開發公司,40565,fang di chan kai fa gong si
国务院发展研究中心,國務院發展研究中心,40533,guo wu yuan fa zhan yan jiu zhong xin
强制措施,強制措施,40503,qiang zhi cuo shi
经研究,經研究,40150,jing yan jiu
有价证券,有價證券,40011,you jia zheng quan
挪用公款,挪用公款,39874,nuo yong gong kuan
区别对待,區別對待,39802,qu bie dui dai
非法经营,非法經營,38950,fei fa jing ying
价值判断,價值判斷,38730,jia zhi pan duan
袭警,襲警,38725,xi jing
国家工作人员,國家工作人員,38580,guo jia gong zuo ren yuan
质量技术监督局,質量技術監督局,38295,zhi liang ji shu jian du ju
区公安分局,區公安分局,38236,qu gong an fen ju
资源税,資源稅,37787,zi yuan shui
伪劣产品,僞劣產品,37671,wei lie chan pin
存单,存單,37641,cun dan
结构优化,結構優化,37316,jie gou you hua
新闻办公室,新聞辦公室,37209,xin wen ban gong shi
垄断行业,壟斷行業,37126,long duan hang ye
致残,致殘,37026,zhi can
民事行为能力,民事行爲能力,36622,min shi xing wei neng li
赝品,贗品,36524,yan pin
债权债务,債權債務,36482,zhai quan zhai wu
村民委员会,村民委員會,36403,cun min wei yuan hui
基本农田,基本農田,35963,ji ben nong tian
保险单,保險單,35963,bao xian dan
产权制度,產權制度,35361,chan quan zhi du
经济价值,經濟價值,35288,jing ji jia zhi
议定书,議定書,35267,yi ding shu
男女平等,男女平等,35179,nan nv ping deng
前手,前手,35121,qian shou
商业保险,商業保險,34749,shang ye bao xian
保险代理,保險代理,34435,bao xian dai li
错漏,錯漏,34339,cuo lou
监督权,監督權,34139,jian du quan
公司合并,公司合併,33875,gong si he bing
中级法院,中級法院,33776,zhong ji fa yuan
税收优惠政策,稅收優惠政策,33429,shui shou you hui zheng ce
国家产业政策,國家產業政策,33223,guo jia chan ye zheng ce
国家开发银行,國家開發銀行,32983,guo jia kai fa yin hang
慰问金,慰問金,32741,wei wen jin
没收违法所得,沒收違法所得,32710,mo shou wei fa suo de
保险金额,保險金額,32525,bao xian jin e
约瑟夫,約瑟夫,32368,yue se fu
扭亏为盈,扭虧爲盈,32231,niu kui wei ying
个体经营,個體經營,32126,ge ti jing ying
劳务派遣,勞務派遣,32084,lao wu pai qian
社会治安综合治理,社會治安綜合治理,32077,she hui zhi an zong he zhi li
遣返,遣返,32069,qian fan
道路交通安全法,道路交通安全法,31984,dao lu jiao tong an quan fa
签章,簽章,31761,qian zhang
地方性法规,地方性法規,31503,di fang xing fa gui
经济犯罪,經濟犯罪,31456,jing ji fan zui
贸易壁垒,貿易壁壘,30888,mao yi bi lei
转包,轉包,30653,zhuan bao
肖像权,肖像權,30374,xiao xiang quan
安全监督,安全監督,30150,an quan jian du
公务员法,公務員法,30005,gong wu yuan fa
股权转让协议,股權轉讓協議,29940,gu quan zhuan rang xie yi
违章建筑,違章建築,29768,wei zhang jian zhu
常任理事国,常任理事國,29663,chang ren li shi guo
涉案金额,涉案金額,29534,she an jin e
审判长,審判長,29161,shen pan zhang
工商注册,工商註冊,29099,gong shang zhu ce
企业效益,企業效益,29037,qi ye xiao yi
批准文号,批准文號,28969,pi zhun wen hao
裁定书,裁定書,28891,cai ding shu
严重程度,嚴重程度,28682,yan zhong cheng du
民事案件,民事案件,28603,min shi an jian
土地利用总体规划,土地利用總體規劃,27932,tu di li yong zong ti gui hua
企业债券,企業債券,27686,qi ye zhai quan
仲裁机构,仲裁機構,27131,zhong cai ji gou
参考文献,參考文獻,27032,can kao wen xian
保险法,保險法,26993,bao xian fa
建设用地使用权,建設用地使用權,26878,jian she yong di shi yong quan
聚氯乙烯,聚氯乙烯,26629,ju lv yi xi
专利法,專利法,26419,zhuan li fa
新华通讯社,新華通訊社,26248,xin hua tong xun she
被拆迁人,被拆遷人,26144,bei chai qian ren
小企业融资,小企業融資,26016,xiao qi ye rong zi
路德,路德,25906,lu de
漏税,漏稅,25856,lou shui
承包经营权,承包經營權,25845,cheng bao jing ying quan
职工代表大会,職工代表大會,25692,zhi gong dai biao da hui
会计法,會計法,25596,kuai ji fa
不称职,不稱職,25383,bu chen zhi
下岗工人,下崗工人,25380,xia gang gong ren
规划许可证,規劃許可證,25233,gui hua xu ke zheng
依法查处,依法查處,25214,yi fa cha chu
全国人民代表大会常务委员,全國人民代表大會常務委員,24693,quan guo ren min dai biao da hui chang wu wei yuan
仲裁裁决,仲裁裁決,24425,zhong cai cai jue
公务员录用,公務員錄用,24339,gong wu yuan lu yong
转让合同,轉讓合同,24256,zhuan rang he tong
公职人员,公職人員,24243,gong zhi ren yuan
产品质量监督,產品質量監督,24210,chan pin zhi liang jian du
用工单位,用工單位,24167,yong gong dan wei
机关单位,機關單位,24055,ji guan dan wei
出口加工区,出口加工區,23842,chu kou jia gong qu
苏格拉底,蘇格拉底,23828,su ge la di
亲生父母,親生父母,23753,qin sheng fu mu
专款专用,專款專用,23655,zhuan kuan zhuan yong
假冒伪劣产品,假冒僞劣產品,23550,jia mao wei lie chan pin
牟取暴利,牟取暴利,23539,mou qu bao li
国家股,國家股,23469,guo jia gu
模棱两可,模棱兩可,23236,mo leng liang ke
保险经纪,保險經紀,23138,bao xian jing ji
国家机关工作人员,國家機關工作人員,22916,guo jia ji guan gong zuo ren yuan
执行公务,執行公務,22885,zhi xing gong wu
一审法院,一審法院,22870,yi shen fa yuan
中国注册会计师,中國註冊會計師,22851,zhong guo zhu ce kuai ji shi
工会工作,工會工作,22771,gong hui gong zuo
法律监督,法律監督,22705,fa lv jian du
登记制度,登記制度,22573,deng ji zhi du
产权登记,產權登記,22350,chan quan deng ji
承担连带责任,承擔連帶責任,22336,cheng dan lian dai ze ren
维持原判,維持原判,22172,wei chi yuan pan
代扣代缴,代扣代繳,21824,dai kou dai jiao
保险事故,保險事故,21655,bao xian shi gu
软着陆,軟着陸,21597,ruan zhuo lu
执法行为,執法行爲,21562,zhi fa xing wei
土地管理法,土地管理法,21498,tu di guan li fa
可转换债券,可轉換債券,21453,ke zhuan huan zhai quan
规模效益,規模效益,21298,gui mo xiao yi
土地承包经营权,土地承包經營權,21223,tu di cheng bao jing ying quan
转让方,轉讓方,21184,zhuan rang fang
证券投资基金法,證券投資基金法,21156,zheng quan tou zi ji jin fa
注销登记,註銷登記,21030,zhu xiao deng ji
权利要求,權利要求,21006,quan li yao qiu
法律地位,法律地位,20857,fa lv di wei
国有股减持,國有股減持,20787,guo you gu jian chi
中央军事委员会,中央軍事委員會,20570,zhong yang jun shi wei yuan hui
市场参与者,市場參與者,20550,shi chang can yu zhe
行纪,行紀,20532,xing ji
执行程序,執行程序,20463,zhi xing cheng xu
行为模式,行爲模式,20460,xing wei mo shi
广播影视,廣播影視,20453,guang bo ying shi
法律职业,法律職業,20400,fa lv zhi ye
违法经营,違法經營,20364,wei fa jing ying
房屋权属,房屋權屬,20097,fang wu quan shu
经济贸易委员会,經濟貿易委員會,20031,jing ji mao yi wei yuan hui
恪尽职守,恪盡職守,20029,ke jin zhi shou
利用职务之便,利用職務之便,19986,li yong zhi wu zhi bian
廉租住房制度,廉租住房制度,19965,lian zu zhu fang zhi du
常住户口,常住戶口,19913,chang zhu hu kou
土地登记,土地登記,19689,tu di deng ji
违法乱纪,違法亂紀,19639,wei fa luan ji
职业安全,職業安全,19594,zhi ye an quan
代理协议,代理協議,19482,dai li xie yi
工业增加值,工業增加值,19424,gong ye zeng jia zhi
国务院法制办,國務院法制辦,19369,guo wu yuan fa zhi ban
审判员,審判員,18994,shen pan yuan
人民政治协商会议,人民政治協商會議,18954,ren min zheng zhi xie shang hui yi
发生法律效力,發生法律效力,18943,fa sheng fa lv xiao li
国家版权局,國家版權局,18940,guo jia ban quan ju
证券业协会,證券業協會,18807,zheng quan ye xie hui
先占,先佔,18763,xian zhan
学位委员会,學位委員會,18727,xue wei wei yuan hui
中国人民政治协商会议,中國人民政治協商會議,18619,zhong guo ren min zheng zhi xie shang hui yi
实用新型专利,實用新型專利,18486,shi yong xin xing zhuan li
中医医院,中醫醫院,18467,zhong yi yi yuan
非法拘禁,非法拘禁,18434,fei fa ju jin
财产保全,財產保全,18191,cai chan bao quan
引咎辞职,引咎辭職,17963,yin jiu ci zhi
安全生产法,安全生產法,17962,an quan sheng chan fa
专有技术,專有技術,17708,zhuan you ji shu
房地产法,房地產法,17443,fang di chan fa
抵偿,抵償,17433,di chang
违法广告,違法廣告,17396,wei fa guang gao
制空权,制空權,17317,zhi kong quan
占道经营,佔道經營,17297,zhan dao jing ying
赢利能力,贏利能力,17292,ying li neng li
自负盈亏,自負盈虧,17242,zi fu ying kui
判决生效,判決生效,17213,pan jue sheng xiao
专利权人,專利權人,17188,zhuan li quan ren
披露制度,披露制度,17057,pi lu zhi du
民事裁定,民事裁定,16995,min shi cai ding
企业合并,企業合併,16859,qi ye he bing
中医药管理局,中醫藥管理局,16772,zhong yi yao guan li ju
国务院新闻办公室,國務院新聞辦公室,16755,guo wu yuan xin wen ban gong shi
收购兼并,收購兼併,16702,shou gou jian bing
法治国家,法治國家,16612,fa zhi guo jia
银行承兑汇票,銀行承兌匯票,16590,yin hang cheng dui hui piao
新开工项目,新開工項目,16577,xin kai gong xiang mu
卢梭,盧梭,16502,lu suo
操纵市场,操縱市場,16491,cao zong shi chang
全部到位,全部到位,16444,quan bu dao wei
保险条款,保險條款,16441,bao xian tiao kuan
中介人,中介人,16390,zhong jie ren
编委会,編委會,16387,bian wei hui
占用资金,佔用資金,16385,zhan yong zi jin
民事纠纷,民事糾紛,16275,min shi jiu fen
非法行医,非法行醫,16249,fei fa xing yi
欠缴,欠繳,16241,qian jiao
工商营业执照,工商營業執照,16234,gong shang ying ye zhi zhao
首席运营官,首席運營官,16200,shou xi yun ying guan
矿业权,礦業權,16165,kuang ye quan
植物检疫,植物檢疫,16121,zhi wu jian yi
保险代理人,保險代理人,16074,bao xian dai li ren
价格法,價格法,16018,jia ge fa
法院强制执行,法院強制執行,15866,fa yuan qiang zhi zhi xing
第一审,第一審,15727,di yi shen
违约行为,違約行爲,15722,wei yue xing wei
企业家协会,企業家協會,15716,qi ye jia xie hui
劳动用工,勞動用工,15703,lao dong yong gong
一上班,一上班,15693,yi shang ban
非专业人士,非專業人士,15668,fei zhuan ye ren shi
从重处罚,從重處罰,15573,cong zhong chu fa
治安管理处罚法,治安管理處罰法,15557,zhi an guan li chu fa fa
制定法,制定法,15424,zhi ding fa
法律文化,法律文化,15348,fa lv wen hua
遗产税,遺產稅,15263,yi chan shui
特别法,特別法,15222,te bie fa
诉前,訴前,15191,su qian
协议转让,協議轉讓,15060,xie yi zhuan rang
案值,案值,15007,an zhi
农民集体,農民集體,14996,nong min ji ti
大陆法,大陸法,14984,da lu fa
妇女权益,婦女權益,14955,fu nv quan yi
股东大会议事规则,股東大會議事規則,14933,gu dong da hui yi shi gui ze
认证标志,認證標誌,14926,ren zheng biao zhi
特别授权,特別授權,14920,te bie shou quan
窃电,竊電,14914,qie dian
旅游合同,旅遊合同,14704,lv you he tong
国家中医药管理局,國家中醫藥管理局,14686,guo jia zhong yi yao guan li ju
泡沫经济,泡沫經濟,14624,pao mo jing ji
入室盗窃,入室盜竊,14555,ru shi dao qie
从犯,從犯,14410,cong fan
主任科员,主任科員,14382,zhu ren ke yuan
连带责任保证,連帶責任保證,14361,lian dai ze ren bao zheng
增值税发票,增值稅發票,14278,zeng zhi shui fa piao
监视居住,監視居住,14210,jian shi ju zhu
项目融资,項目融資,14183,xiang mu rong zi
没收财产,沒收財產,14157,mo shou cai chan
一夫一妻制,一夫一妻制,14138,yi fu yi qi zhi
野生植物,野生植物,14136,ye sheng zhi wu
信用保险,信用保險,14119,xin yong bao xian
国际条约,國際條約,14109,guo ji tiao yue
非法行为,非法行爲,14107,fei fa xing wei
侵权产品,侵權產品,13979,qin quan chan pin
完全民事行为能力,完全民事行爲能力,13911,wan quan min shi xing wei neng li
国务院学位委员会,國務院學位委員會,13857,guo wu yuan xue wei wei yuan hui
郑州日产,鄭州日產,13839,zheng zhou ri chan
危险源,危險源,13832,wei xian yuan
二审法院,二審法院,13739,er shen fa yuan
物业服务企业,物業服務企業,13679,wu ye fu wu qi ye
网络传播权,網絡傳播權,13661,wang luo chuan bo quan
木石,木石,13633,mu shi
消除影响,消除影響,13573,xiao chu ying xiang
房地产抵押,房地產抵押,13479,fang di chan di ya
占住,佔住,13409,zhan zhu
产权制度改革,產權制度改革,13403,chan quan zhi du gai ge
管制刀具,管制刀具,13300,guan zhi dao ju
债务承担,債務承擔,13256,zhai wu cheng dan
优化资源配置,優化資源配置,13219,you hua zi yuan pei zhi
保险费率,保險費率,13212,bao xian fei lv
无性婚姻,無性婚姻,13192,wu xing hun yin
国家经济贸易委员会,國家經濟貿易委員會,13163,guo jia jing ji mao yi wei yuan hui
中国证券业协会,中國證券業協會,13141,zhong guo zheng quan ye xie hui
可行性报告,可行性報告,13098,ke xing xing bao gao
合同诈骗,合同詐騙,13091,he tong zha pian
农村土地承包,農村土地承包,13058,nong cun tu di cheng bao
进出口经营权,進出口經營權,13032,jin chu kou jing ying quan
舒伯特,舒伯特,13022,shu bo te
委托合同,委託合同,12966,wei tuo he tong
优惠待遇,優惠待遇,12876,you hui dai yu
国家机构,國家機構,12848,guo jia ji gou
上市公司收购,上市公司收購,12810,shang shi gong si shou gou
保险监管,保險監管,12797,bao xian jian guan
军队转业干部,軍隊轉業幹部,12783,jun dui zhuan ye gan bu
国家工商行政管理局,國家工商行政管理局,12773,guo jia gong shang hang zheng guan li ju
医疗改革,醫療改革,12738,yi liao gai ge
财产分割,財產分割,12632,cai chan fen ge
居住权,居住權,12605,ju zhu quan
资产保值增值,資產保值增值,12597,zi chan bao zhi zeng zhi
执法为民,執法爲民,12560,zhi fa wei min
民办非企业单位,民辦非企業單位,12535,min ban fei qi ye dan wei
国有独资公司,國有獨資公司,12525,guo you du zi gong si
价格欺诈,價格欺詐,12505,jia ge qi zha
中华全国总工会,中華全國總工會,12496,zhong hua quan guo zong gong hui
注册会计师协会,註冊會計師協會,12482,zhu ce kuai ji shi xie hui
交通事故责任强制保险,交通事故責任強制保險,12420,jiao tong shi gu ze ren qiang zhi bao xian
保险标的,保險標的,12364,bao xian biao di
拖欠工程款,拖欠工程款,12354,tuo qian gong cheng kuan
离婚协议书,離婚協議書,12260,li hun xie yi shu
公债,公債,12190,gong zhai
扭送,扭送,12176,niu song
改过自新,改過自新,12163,gai guo zi xin
贿赂案,賄賂案,12159,hui lu an
新颖性,新穎性,12139,xin ying xing
制度规范,制度規範,12129,zhi du gui fan
断头台,斷頭臺,12058,duan tou tai
信访办,信訪辦,12002,xin fang ban
机动车交通事故责任强制保险,機動車交通事故責任強制保險,11976,ji dong che jiao tong shi gu ze ren qiang zhi bao xian
监督体系,監督體系,11923,jian du ti xi
临时价格干预,臨時價格干預,11875,lin shi jia ge gan yu
规范行为,規範行爲,11864,gui fan xing wei
专利侵权,專利侵權,11792,zhuan li qin quan
大陆法系,大陸法系,11740,da lu fa xi
公费医疗,公費醫療,11717,gong fei yi liao
市场法,市場法,11634,shi chang fa
城市居民最低生活保障,城市居民最低生活保障,11627,cheng shi ju min zui di sheng huo bao zhang
项目执行,項目執行,11608,xiang mu zhi xing
遗产继承,遺產繼承,11594,yi chan ji cheng
未成年子女,未成年子女,11561,wei cheng nian zi nv
战争罪,戰爭罪,11552,zhan zheng zui
中法网学校,中法網學校,11552,zhong fa wang xue xiao
价格形成机制,價格形成機制,11445,jia ge xing cheng ji zhi
药品管理法,藥品管理法,11405,yao pin guan li fa
中国人民保险公司,中國人民保險公司,11314,zhong guo ren min bao xian gong si
港澳台同胞,港澳臺同胞,11312,gang ao tai tong bao
平衡发展,平衡發展,11291,ping heng fa zhan
