simp_word,trad_word,freq,pinyin
支架,支架,9905,zhi jia
妇产科,婦產科,9903,fu chan ke
综合征,綜合徵,9833,zong he zheng
流产,流產,9811,liu chan
刺伤,刺傷,9805,ci shang
防风,防風,9777,fang feng
肺癌,肺癌,9750,fei ai
麻木,麻木,9735,ma mu
解剖,解剖,9669,jie pou
纱布,紗布,9649,sha bu
抵抗力,抵抗力,9581,di kang li
肺炎,肺炎,9577,fei yan
放射性物质,放射性物質,9431,fang she xing wu zhi
心血管,心血管,9387,xin xue guan
免疫,免疫,9373,mian yi
超负荷,超負荷,9200,chao fu he
隐性,隱性,9168,yin xing
妇科,婦科,9126,fu ke
无害化处理,無害化處理,9096,wu hai hua chu li
不良反应,不良反應,9041,bu liang fan ying
食物中毒,食物中毒,9022,shi wu zhong du
抑郁症,抑鬱症,9021,yi yu zheng
消退,消退,8986,xiao tui
麻醉,麻醉,8954,ma zui
抽样调查,抽樣調查,8954,chou yang diao cha
感染者,感染者,8948,gan ran zhe
红肿,紅腫,8897,hong zhong
激素,激素,8847,ji su
分泌,分泌,8761,fen mi
苍白,蒼白,8683,cang bai
炎症,炎症,8670,yan zheng
卫生行政部门,衛生行政部門,8642,wei sheng xing zheng bu men
乳腺癌,乳腺癌,8626,ru xian ai
乡镇卫生院,鄉鎮衛生院,8622,xiang zhen wei sheng yuan
咬伤,咬傷,8491,yao shang
残障,殘障,8456,can zhang
异物,異物,8365,yi wu
烫伤,燙傷,8343,tang shang
腹痛,腹痛,8288,fu tong
骨骼,骨骼,8209,gu ge
疫病,疫病,8111,yi bing
胸闷,胸悶,8086,xiong men
甲醛,甲醛,8073,jia quan
新型农村合作医疗,新型農村合作醫療,7944,xin xing nong cun he zuo yi liao
指甲,指甲,7926,zhi jia
紊乱,紊亂,7832,wen luan
呼吸系统,呼吸系統,7825,hu xi xi tong
下肢,下肢,7810,xia zhi
咽喉,咽喉,7808,yan hou
卫生监督,衛生監督,7797,wei sheng jian du
内分泌,內分泌,7775,nei fen mi
疗程,療程,7763,liao cheng
休克,休克,7734,xiu ke
住院部,住院部,7727,zhu yuan bu
软组织,軟組織,7719,ruan zu zhi
主治医师,主治醫師,7652,zhu zhi yi shi
机能,機能,7637,ji neng
产后,產後,7606,chan hou
产科,產科,7553,chan ke
生物技术,生物技術,7546,sheng wu ji shu
复活,復活,7545,fu huo
大动脉,大動脈,7522,da dong mai
月经,月經,7448,yue jing
截肢,截肢,7405,jie zhi
无偿献血,無償獻血,7382,wu chang xian xue
性行为,性行爲,7373,xing xing wei
变异,變異,7342,bian yi
共生,共生,7304,gong sheng
肤色,膚色,7255,fu se
针灸,鍼灸,7245,zhen jiu
禽流感病毒,禽流感病毒,7224,qin liu gan bing du
药物治疗,藥物治療,7217,yao wu zhi liao
预防措施,預防措施,7189,yu fang cuo shi
生殖,生殖,7184,sheng zhi
密切接触者,密切接觸者,7178,mi qie jie chu zhe
抽搐,抽搐,7121,chou chu
水灾,水災,7115,shui zai
麻痹,麻痹,7095,ma bi
肠道,腸道,7020,chang dao
游离,遊離,7001,you li
紫外线,紫外線,7000,zi wai xian
反射,反射,6983,fan she
血流,血流,6963,xue liu
先天性,先天性,6926,xian tian xing
直接接触,直接接觸,6893,zhi jie jie chu
撕裂,撕裂,6729,si lie
骨髓,骨髓,6716,gu sui
专科医院,專科醫院,6714,zhuan ke yi yuan
肝癌,肝癌,6677,gan ai
毒素,毒素,6673,du su
凹陷,凹陷,6648,ao xian
金门,金門,6641,jin men
先天性心脏病,先天性心臟病,6606,xian tian xing xin zang bing
阴性,陰性,6602,yin xing
病理,病理,6595,bing li
白内障,白內障,6589,bai nei zhang
伤疤,傷疤,6554,shang ba
脱水,脫水,6512,tuo shui
刺痛,刺痛,6497,ci tong
职业病,職業病,6483,zhi ye bing
药剂,藥劑,6468,yao ji
拇指,拇指,6402,mu zhi
缝合,縫合,6402,feng he
呼吸机,呼吸機,6386,hu xi ji
一致性,一致性,6368,yi zhi xing
制剂,製劑,6348,zhi ji
县医院,縣醫院,6311,xian yi yuan
神经系统,神經系統,6295,shen jing xi tong
敏感性,敏感性,6243,min gan xing
心脑血管疾病,心腦血管疾病,6183,xin nao xue guan ji bing
妊娠,妊娠,6155,ren shen
放射,放射,6149,fang she
止血,止血,6148,zhi xue
协和医院,協和醫院,6060,xie he yi yuan
动脉,動脈,6043,dong mai
幻觉,幻覺,6024,huan jue
便秘,便祕,6003,bian mi
光滑,光滑,5991,guang hua
生长发育,生長發育,5989,sheng zhang fa yu
黏膜,黏膜,5983,nian mo
尿液,尿液,5971,niao ye
微量元素,微量元素,5962,wei liang yuan su
失调,失調,5952,shi tiao
高危人群,高危人羣,5942,gao wei ren qun
医学观察,醫學觀察,5929,yi xue guan cha
知觉,知覺,5888,zhi jue
流行病学调查,流行病學調查,5876,liu xing bing xue diao cha
颈椎,頸椎,5858,jing chui
医德,醫德,5809,yi de
疑似病例,疑似病例,5792,yi si bing li
贫血,貧血,5774,pin xue
气囊,氣囊,5762,qi nang
食指,食指,5753,shi zhi
坏死,壞死,5706,huai si
嗅觉,嗅覺,5684,xiu jue
生物学,生物學,5680,sheng wu xue
突变,突變,5678,tu bian
营养不良,營養不良,5663,ying yang bu liang
神经外科,神經外科,5623,shen jing wai ke
气管,氣管,5608,qi guan
皮肤病,皮膚病,5590,pi fu bing
肋骨,肋骨,5553,lei gu
村卫生室,村衛生室,5495,cun wei sheng shi
中枢,中樞,5484,zhong shu
疫区,疫區,5430,yi qu
血脂,血脂,5417,xue zhi
重症监护,重症監護,5370,zhong zheng jian hu
社区医院,社區醫院,5357,she qu yi yuan
人参,人蔘,5281,ren shen
近视,近視,5267,jin shi
口服,口服,5246,kou fu
精神障碍,精神障礙,5243,jing shen zhang ai
医疗事故,醫療事故,5235,yi liao shi gu
挥发性,揮發性,5220,hui fa xing
埃博拉病毒,埃博拉病毒,5220,ai bo la bing du
摄取,攝取,5203,she qu
流行病学,流行病學,5201,liu xing bing xue
子宫,子宮,5184,zi gong
早产,早產,5170,zao chan
灼伤,灼傷,5169,zhuo shang
临床表现,臨牀表現,5158,lin chuang biao xian
愈合,癒合,5121,yu he
颅脑损伤,顱腦損傷,5102,lu nao sun shang
软化,軟化,5070,ruan hua
闭环,閉環,5058,bi huan
腰椎,腰椎,5027,yao zhui
超生,超生,5017,chao sheng
乙醇,乙醇,5003,yi chun
皮肤科,皮膚科,4993,pi fu ke
生物科技,生物科技,4980,sheng wu ke ji
临床医学,臨牀醫學,4980,lin chuang yi xue
肺结核,肺結核,4951,fei jie he
中草药,中草藥,4944,zhong cao yao
血型,血型,4943,xue xing
核酸,核酸,4927,he suan
粉碎性骨折,粉碎性骨折,4917,fen sui xing gu zhe
降压,降壓,4869,jiang ya
矫治,矯治,4858,jiao zhi
咀嚼,咀嚼,4855,ju jue
采血,採血,4845,cai xue
健康档案,健康檔案,4839,jian kang dang an
体征,體徵,4826,ti zheng
胃癌,胃癌,4799,wei ai
预防为主,預防爲主,4797,yu fang wei zhu
心电图,心電圖,4795,xin dian tu
胆固醇,膽固醇,4776,dan gu chun
推拿,推拿,4771,tui na
听觉,聽覺,4748,ting jue
传染性,傳染性,4748,chuan ran xing
接种疫苗,接種疫苗,4737,jie zhong yi miao
微循环,微循環,4724,wei xun huan
造血干细胞,造血幹細胞,4699,zao xue gan xi bao
难产,難產,4690,nan chan
器官移植,器官移植,4685,qi guan yi zhi
病毒感染,病毒感染,4674,bing du gan ran
中指,中指,4652,zhong zhi
静脉,靜脈,4649,jing mai
临界点,臨界點,4643,lin jie dian
薄膜,薄膜,4625,bao mo
干细胞,幹細胞,4618,gan xi bao
理疗,理療,4616,li liao
临床试验,臨牀試驗,4610,lin chuang shi yan
透析,透析,4598,tou xi
乡村医生,鄉村醫生,4566,xiang cun yi sheng
间歇性,間歇性,4526,jian xie xing
免疫系统,免疫系統,4516,mian yi xi tong
喷雾,噴霧,4514,pen wu
烧死,燒死,4504,shao si
神经内科,神經內科,4464,shen jing nei ke
心率,心率,4441,xin lv
水肿,水腫,4440,shui zhong
土壤污染,土壤污染,4437,tu rang wu ran
县级医院,縣級醫院,4431,xian ji yi yuan
淋浴,淋浴,4414,lin yu
头皮,頭皮,4405,tou pi
失能,失能,4390,shi neng
伸展,伸展,4380,shen zhan
变性,變性,4374,bian xing
抗体,抗體,4367,kang ti
流感疫苗,流感疫苗,4362,liu gan yi miao
癫痫,癲癇,4361,dian xian
亚健康,亞健康,4358,ya jian kang
猕猴桃,獼猴桃,4351,mi hou tao
胃肠道,胃腸道,4347,wei chang dao
溃疡,潰瘍,4323,kui yang
塑化剂,塑化劑,4318,su hua ji
血站,血站,4312,xue zhan
乳房,乳房,4297,ru fang
性病,性病,4295,xing bing
潜意识,潛意識,4283,qian yi shi
避孕,避孕,4276,bi yun
精子,精子,4275,jing zi
面罩,面罩,4272,mian zhao
安眠药,安眠藥,4257,an mian yao
控制措施,控制措施,4252,kong zhi cuo shi
绷带,繃帶,4242,beng dai
同源,同源,4236,tong yuan
神志不清,神志不清,4224,shen zhi bu qing
优生,優生,4223,you sheng
海豹,海豹,4221,hai bao
兴奋剂,興奮劑,4215,xing fen ji
体外,體外,4205,ti wai
脑出血,腦出血,4205,nao chu xue
精神科,精神科,4193,jing shen ke
眩晕,眩暈,4142,xuan yun
四强,四強,4108,si qiang
氨基酸,氨基酸,4104,an ji suan
突发公共卫生事件,突發公共衛生事件,4100,tu fa gong gong wei sheng shi jian
挂号费,掛號費,4097,gua hao fei
心脑血管,心腦血管,4093,xin nao xue guan
疫苗接种,疫苗接種,4066,yi miao jie zhong
复诊,複診,4054,fu zhen
植物人,植物人,4050,zhi wu ren
聋哑,聾啞,4045,long ya
精神分裂症,精神分裂症,4029,jing shen fen lie zheng
酸痛,痠痛,4007,suan tong
处方药,處方藥,4004,chu fang yao
偶发,偶發,3988,ou fa
潜伏期,潛伏期,3981,qian fu qi
解毒,解毒,3977,jie du
传播途径,傳播途徑,3976,chuan bo tu jing
毛发,毛髮,3967,mao fa
消化系统,消化系統,3965,xiao hua xi tong
肾病,腎病,3953,shen bing
浸润,浸潤,3951,jin run
外科手术,外科手術,3938,wai ke shou shu
肺病,肺病,3926,fei bing
筋骨,筋骨,3912,jin gu
肩部,肩部,3911,jian bu
表皮,表皮,3909,biao pi
二氧化氮,二氧化氮,3903,er yang hua dan
鼻涕,鼻涕,3869,bi ti
血小板,血小板,3868,xue xiao ban
胃病,胃病,3839,wei bing
角膜,角膜,3810,jiao mo
骨髓移植,骨髓移植,3805,gu sui yi zhi
肝病,肝病,3780,gan bing
裂纹,裂紋,3772,lie wen
喘息,喘息,3764,chuan xi
鼻腔,鼻腔,3763,bi qiang
心肺复苏,心肺復甦,3756,xin fei fu su
二级医院,二級醫院,3742,er ji yi yuan
哺乳期,哺乳期,3738,bu ru qi
变态,變態,3725,bian tai
产前,產前,3719,chan qian
胸腔,胸腔,3714,xiong qiang
功能障碍,功能障礙,3705,gong neng zhang ai
登革热,登革熱,3700,deng ge re
绝症,絕症,3691,jue zheng
口渴,口渴,3674,kou ke
疼痛难忍,疼痛難忍,3654,teng tong nan ren
无意识,無意識,3650,wu yi shi
颜面,顏面,3649,yan mian
消炎,消炎,3649,xiao yan
宫颈癌,宮頸癌,3641,gong jing ai
瘙痒,瘙癢,3632,sao yang
排泄,排泄,3630,pai xie
胰岛素,胰島素,3626,yi dao su
泌尿外科,泌尿外科,3625,mi niao wai ke
心理治疗,心理治療,3617,xin li zhi liao
出生率,出生率,3612,chu sheng lv
关节炎,關節炎,3610,guan jie yan
综合防治,綜合防治,3598,zong he fang zhi
鼻梁,鼻樑,3589,bi liang
乳腺,乳腺,3586,ru xian
肝硬化,肝硬化,3584,gan ying hua
执业医师,執業醫師,3575,zhi ye yi shi
空腹,空腹,3574,kong fu
韩启德,韓啓德,3561,han qi de
换气,換氣,3527,huan qi
鼻炎,鼻炎,3523,bi yan
成活,成活,3503,cheng huo
扭伤,扭傷,3493,niu shang
排泄物,排泄物,3481,pai xie wu
腹腔,腹腔,3467,fu qiang
脾胃,脾胃,3461,pi wei
综合症,綜合症,3458,zong he zheng
颈椎病,頸椎病,3451,jing chui bing
肝炎,肝炎,3419,gan yan
中西医结合,中西醫結合,3407,zhong xi yi jie he
学名,學名,3406,xue ming
昏厥,昏厥,3405,hun jue
携带者,攜帶者,3396,xie dai zhe
结核病,結核病,3395,jie he bing
移位,移位,3385,yi wei
温度计,溫度計,3381,wen du ji
菌落总数,菌落總數,3366,jun luo zong shu
梗阻,梗阻,3355,geng zu
失血性休克,失血性休克,3342,shi xue xing xiu ke
疾患,疾患,3330,ji huan
痉挛,痙攣,3324,jing luan
手足口病,手足口病,3318,shou zu kou bing
海马,海馬,3314,hai ma
用药安全,用藥安全,3309,yong yao an quan
毁容,毀容,3305,hui rong
临床经验,臨牀經驗,3291,lin chuang jing yan
试剂,試劑,3286,shi ji
脑震荡,腦震盪,3274,nao zhen dang
流行病,流行病,3257,liu xing bing
经络,經絡,3254,jing luo
鼻孔,鼻孔,3243,bi kong
骨质疏松,骨質疏鬆,3242,gu zhi shu song
生育率,生育率,3237,sheng yu lv
无菌,無菌,3230,wu jun
不规则,不規則,3229,bu gui ze
健脾,健脾,3229,jian pi
肋骨骨折,肋骨骨折,3220,lei gu gu zhe
疗养院,療養院,3206,liao yang yuan
甲醇,甲醇,3202,jia chun
甲状腺,甲狀腺,3198,jia zhuang xian
显微镜,顯微鏡,3198,xian wei jing
肺部感染,肺部感染,3192,fei bu gan ran
味蕾,味蕾,3177,wei lei
疟疾,瘧疾,3135,nve ji
缺血,缺血,3119,que xue
寄生虫,寄生蟲,3102,ji sheng chong
窗口期,窗口期,3093,chuang kou qi
呼气,呼氣,3091,hu qi
药学,藥學,3077,yao xue
湿热,溼熱,3069,shi re
成熟期,成熟期,3067,cheng shu qi
葡萄糖,葡萄糖,3065,pu tao tang
止痛,止痛,3058,zhi tong
阴道,陰道,3047,yin dao
盲道,盲道,3020,mang dao
味觉,味覺,3018,wei jue
卫生许可证,衛生許可證,2995,wei sheng xu ke zheng
显性,顯性,2971,xian xing
亲子关系,親子關係,2961,qin zi guan xi
斑点,斑點,2959,ban dian
血性,血性,2955,xue xing
脐带,臍帶,2950,qi dai
血栓,血栓,2948,xue shuan
晕厥,暈厥,2938,yun jue
健康证,健康證,2936,jian kang zheng
排便,排便,2930,pai bian
预防接种,預防接種,2930,yu fang jie zhong
张璐,張璐,2922,zhang lu
充血,充血,2920,chong xue
皮疹,皮疹,2919,pi zhen
腹胀,腹脹,2904,fu zhang
气泡,氣泡,2881,qi pao
婚姻状况,婚姻狀況,2849,hun yin zhuang kuang
膝关节,膝關節,2849,xi guan jie
假肢,假肢,2843,jia zhi
橄榄油,橄欖油,2842,gan lan you
润滑油,潤滑油,2837,run hua you
退烧,退燒,2836,tui shao
血量,血量,2833,xue liang
偏瘫,偏癱,2833,pian tan
真皮,真皮,2823,zhen pi
交叉感染,交叉感染,2821,jiao cha gan ran
中医科,中醫科,2821,zhong yi ke
前列腺,前列腺,2818,qian lie xian
卫生保健,衛生保健,2813,wei sheng bao jian
肝功能,肝功能,2795,gan gong neng
食欲不振,食慾不振,2781,shi yu bu zhen
脑血管,腦血管,2777,nao xue guan
毛细血管,毛細血管,2763,mao xi xue guan
过敏反应,過敏反應,2761,guo min fan ying
免疫功能,免疫功能,2758,mian yi gong neng
血浆,血漿,2757,xue jiang
肌腱,肌腱,2746,ji jian
大肠杆菌,大腸桿菌,2744,da chang gan jun
耳鸣,耳鳴,2740,er ming
高血压患者,高血壓患者,2733,gao xue ya huan zhe
抗菌,抗菌,2723,kang jun
药箱,藥箱,2721,yao xiang
告知义务,告知義務,2716,gao zhi yi wu
对症治疗,對症治療,2714,dui zheng zhi liao
肾功能,腎功能,2695,shen gong neng
检定,檢定,2687,jian ding
增生,增生,2686,zeng sheng
口腔科,口腔科,2684,kou qiang ke
肿块,腫塊,2679,zhong kuai
放射线,放射線,2673,fang she xian
雌激素,雌激素,2673,ci ji su
可卡因,可卡因,2669,ke ka yin
补肾,補腎,2662,bu shen
肛门,肛門,2641,gang men
亲子鉴定,親子鑑定,2640,qin zi jian ding
细菌感染,細菌感染,2638,xi jun gan ran
疫情监测,疫情監測,2634,yi qing jian ce
优生优育,優生優育,2631,you sheng you yu
结石,結石,2630,jie shi
头骨,頭骨,2624,tou gu
血库,血庫,2623,xue ku
支气管炎,支氣管炎,2621,zhi qi guan yan
健康促进,健康促進,2616,jian kang cu jin
合作医疗,合作醫療,2616,he zuo yi liao
基因组,基因組,2593,ji yin zu
后脑,後腦,2588,hou nao
冻伤,凍傷,2583,dong shang
医疗设施,醫療設施,2582,yi liao she shi
生殖器,生殖器,2578,sheng zhi qi
病程,病程,2578,bing cheng
并指,並指,2578,bing zhi
正常值,正常值,2576,zheng chang zhi
血清,血清,2575,xue qing
唾液,唾液,2560,tuo ye
烧伤面积,燒傷面積,2560,shao shang mian ji
缓冲区,緩衝區,2556,huan chong qu
颅骨,顱骨,2554,lu gu
不孕不育,不孕不育,2546,bu yun bu yu
淋巴,淋巴,2544,lin ba
颅内出血,顱內出血,2542,lu nei chu xue
脑死亡,腦死亡,2530,nao si wang
消化内科,消化內科,2512,xiao hua nei ke
病死率,病死率,2497,bing si lv
梅毒,梅毒,2489,mei du
生理学,生理學,2488,sheng li xue
狂犬病,狂犬病,2462,kuang quan bing
心悸,心悸,2461,xin ji
体液,體液,2461,ti ye
抗衰老,抗衰老,2449,kang shuai lao
动脉硬化,動脈硬化,2447,dong mai ying hua
清热解毒,清熱解毒,2443,qing re jie du
高原反应,高原反應,2443,gao yuan fan ying
气短,氣短,2443,qi duan
脑梗塞,腦梗塞,2441,nao geng se
性功能,性功能,2438,xing gong neng
中西医结合医院,中西醫結合醫院,2437,zhong xi yi jie he yi yuan
转角,轉角,2437,zhuan jiao
五脏,五臟,2437,wu zang
致病菌,致病菌,2430,zhi bing jun
吞咽,吞嚥,2425,tun yan
卵巢,卵巢,2424,luan chao
鼻塞,鼻塞,2418,bi sai
淤血,淤血,2417,yu xue
霉菌,黴菌,2415,mei jun
霍乱,霍亂,2411,huo luan
传染源,傳染源,2404,chuan ran yuan
乙肝疫苗,乙肝疫苗,2402,yi gan yi miao
卵子,卵子,2397,luan zi
补血,補血,2397,bu xue
注射器,注射器,2395,zhu she qi
视网膜,視網膜,2394,shi wang mo
避孕套,避孕套,2392,bi yun tao
癌变,癌變,2392,ai bian
大肠菌群,大腸菌羣,2388,da chang jun qun
整形手术,整形手術,2378,zheng xing shou shu
太阳穴,太陽穴,2376,tai yang xue
耳聋,耳聾,2375,er long
暴饮暴食,暴飲暴食,2375,bao yin bao shi
触觉,觸覺,2373,chu jue
整形外科,整形外科,2373,zheng xing wai ke
慢病,慢病,2372,man bing
耐药性,耐藥性,2352,nai yao xing
盆腔,盆腔,2325,pen qiang
膀胱,膀胱,2314,pang guang
胎盘,胎盤,2307,tai pan
活血,活血,2307,huo xue
医风,醫風,2302,yi feng
湿疹,溼疹,2298,shi zhen
胸痛,胸痛,2290,xiong tong
节育,節育,2285,jie yu
食道,食道,2280,shi dao
羊水,羊水,2276,yang shui
低血糖,低血糖,2274,di xue tang
心绞痛,心絞痛,2272,xin jiao tong
