simp_word,trad_word,freq,pinyin
酥油,酥油,36432,su you
肉干,肉乾,36094,rou gan
牛肉面,牛肉麪,35230,niu rou mian
抗氧化剂,抗氧化劑,35141,kang yang hua ji
煎饼,煎餅,35051,jian bing
清汤,清湯,34726,qing tang
湘菜,湘菜,34695,xiang cai
莱姆,萊姆,34632,lai mu
露丝,露絲,34254,lu si
耗油,耗油,34174,hao you
海盐,海鹽,34140,hai yan
黑豆,黑豆,34082,hei dou
腊肉,臘肉,33516,la rou
臭豆腐,臭豆腐,33437,chou dou fu
糖浆,糖漿,32781,tang jiang
寸金,寸金,32606,cun jin
柠檬汁,檸檬汁,32311,ning meng zhi
白果,白果,32255,bai guo
天麻,天麻,32128,tian ma
老酒,老酒,31942,lao jiu
富春,富春,31867,fu chun
花菜,花菜,31772,hua cai
贵州茅台,貴州茅臺,31714,gui zhou mao tai
油茶,油茶,31552,you cha
雪梨,雪梨,31016,xue li
布丁,布丁,30974,bu ding
铁蛋,鐵蛋,30400,tie dan
杂碎,雜碎,30171,za sui
咖啡豆,咖啡豆,29973,ka fei dou
红葡萄酒,紅葡萄酒,29031,hong pu tao jiu
明胶,明膠,28935,ming jiao
酒肉,酒肉,28866,jiu rou
棉花糖,棉花糖,28824,mian hua tang
杜康,杜康,28676,du kang
滑石粉,滑石粉,28537,hua shi fen
柑桔,柑桔,28535,gan ju
源通,源通,28403,yuan tong
二锅头,二鍋頭,28401,er guo tou
葡萄干,葡萄乾,28287,pu tao gan
莲藕,蓮藕,28154,lian ou
凉粉,涼粉,27336,liang fen
梨子,梨子,27097,li zi
芥末,芥末,27080,jie mo
芝士,芝士,26879,zhi shi
芦笋,蘆筍,26473,lu sun
碳酸钙,碳酸鈣,26283,tan suan gai
烤鱼,烤魚,26183,kao yu
麻辣烫,麻辣燙,26155,ma la tang
水蜜桃,水蜜桃,25919,shui mi tao
油酸,油酸,25725,you suan
乙酸,乙酸,25313,yi suan
培根,培根,25241,pei gen
炸食,炸食,25204,zha shi
柠檬酸,檸檬酸,25107,ning meng suan
扣肉,扣肉,24839,kou rou
牛乳,牛乳,24808,niu ru
杏子,杏子,24620,xing zi
凉菜,涼菜,24317,liang cai
掌上明珠,掌上明珠,24313,zhang shang ming zhu
果胶,果膠,24303,guo jiao
茶汤,茶湯,24191,cha tang
白油,白油,24097,bai you
核桃仁,核桃仁,23843,he tao ren
鸭肉,鴨肉,23567,ya rou
草鱼,草魚,23528,cao yu
满汉全席,滿漢全席,23527,man han quan xi
番茄酱,番茄醬,23451,fan qie jiang
大富豪,大富豪,23198,da fu hao
干红,乾紅,22958,gan hong
伏特加,伏特加,22922,fu te jia
酒酿,酒釀,22449,jiu niang
甜瓜,甜瓜,22252,tian gua
糙米,糙米,22027,cao mi
火腿肠,火腿腸,21994,huo tui chang
无花果,無花果,21847,wu hua guo
牛肉干,牛肉乾,21765,niu rou gan
辣子,辣子,21685,la zi
黑森林,黑森林,21636,hei sen lin
三文鱼,三文魚,21433,san wen yu
乳酸钙,乳酸鈣,21233,ru suan gai
涮羊肉,涮羊肉,20883,shuan yang rou
鱼丸,魚丸,20880,yu wan
水煮鱼,水煮魚,20850,shui zhu yu
龙井茶,龍井茶,20837,long jing cha
绿豆汤,綠豆湯,20591,lv dou tang
马仔,馬仔,20367,ma zai
鹅肉,鵝肉,19948,e rou
双喜临门,雙喜臨門,19717,shuang xi lin men
碧螺春,碧螺春,19041,bi luo chun
金枪鱼,金槍魚,18892,jin qiang yu
粉条,粉條,18601,fen tiao
石蜡,石蠟,18534,shi la
乳猪,乳豬,18458,ru zhu
肉末,肉末,18380,rou mo
清酒,清酒,18268,qing jiu
奇异果,奇異果,18250,qi yi guo
白肉,白肉,18220,bai rou
稳定剂,穩定劑,18183,wen ding ji
菜籽油,菜籽油,18002,cai zi you
意大利面,意大利麪,17941,yi da li mian
牛油,牛油,17754,niu you
松风,松風,17730,song feng
霸王别姬,霸王別姬,17700,ba wang bie ji
茶多酚,茶多酚,17598,cha duo fen
菱角,菱角,17591,ling jiao
酒廊,酒廊,17409,jiu lang
墨鱼,墨魚,17270,mo yu
豆豉,豆豉,17211,dou chi
豆腐干,豆腐乾,17156,dou fu gan
猪血,豬血,17151,zhu xue
人参果,人蔘果,17079,ren shen guo
驴肉,驢肉,17022,lv rou
金玉满堂,金玉滿堂,17009,jin yu man tang
油面,油麪,16924,you mian
葱段,蔥段,16903,cong duan
扇贝,扇貝,16676,shan bei
泸州老窖,瀘州老窖,16618,lu zhou lao jiao
八宝饭,八寶飯,16555,ba bao fan
凉皮,涼皮,16550,liang pi
山核桃,山核桃,16434,shan he tao
洋河,洋河,16433,yang he
国珍,國珍,16360,guo zhen
哈密瓜,哈密瓜,16348,ha mi gua
鱼生,魚生,16293,yu sheng
脐橙,臍橙,16269,qi cheng
红油,紅油,16219,hong you
红果,紅果,16174,hong guo
西湖龙井,西湖龍井,16106,xi hu long jing
大团圆,大團圓,16042,da tuan yuan
红椒,紅椒,15894,hong jiao
煮鸡蛋,煮雞蛋,15864,zhu ji dan
大红袍,大紅袍,15862,da hong pao
薏仁,薏仁,15847,yi ren
海红,海紅,15798,hai hong
春卷,春捲,15691,chun juan
新红,新紅,15682,xin hong
驼峰,駝峯,15464,tuo feng
西兰花,西蘭花,15428,xi lan hua
伯顿,伯頓,15323,bo dun
黄粉,黃粉,15315,huang fen
港红,港紅,15225,gang hong
狗不理,狗不理,15159,gou bu li
椒盐,椒鹽,15133,jiao yan
里脊,裏脊,14941,li ji
乳化剂,乳化劑,14927,ru hua ji
双鹤,雙鶴,14899,shuang he
辣椒酱,辣椒醬,14882,la jiao jiang
鳕鱼,鱈魚,14876,xue yu
金元宝,金元寶,14750,jin yuan bao
樟脑,樟腦,14697,zhang nao
白茶,白茶,14637,bai cha
黑米,黑米,14634,hei mi
腊八粥,臘八粥,14461,la ba zhou
酥油茶,酥油茶,14412,su you cha
白鹅,白鵝,14345,bai e
海蜇,海蜇,14343,hai zhe
小酒馆,小酒館,14183,xiao jiu guan
鸭脖,鴨脖,14126,ya bo
烤羊肉,烤羊肉,14103,kao yang rou
亚油酸,亞油酸,14027,ya you suan
炒面,炒麪,13971,chao mian
甜味剂,甜味劑,13938,tian wei ji
生蚝,生蠔,13925,sheng hao
金针菇,金針菇,13809,jin zhen gu
椰树,椰樹,13784,ye shu
苏打水,蘇打水,13766,su da shui
狮子头,獅子頭,13760,shi zi tou
汤包,湯包,13716,tang bao
银鱼,銀魚,13601,yin yu
起司,起司,13400,qi si
芽菜,芽菜,13246,ya cai
剑南春,劍南春,13157,jian nan chun
冰峰,冰峯,13124,bing feng
螺蛳,螺螄,13069,luo si
鹅肝,鵝肝,13058,e gan
木糖醇,木糖醇,12968,mu tang chun
氯化钾,氯化鉀,12815,lv hua jia
高岭土,高嶺土,12698,gao ling tu
豆皮,豆皮,12573,dou pi
华凌,華凌,12503,hua ling
杏花村,杏花村,12461,xing hua cun
鹿肉,鹿肉,12445,lu rou
碧海银沙,碧海銀沙,12442,bi hai yin sha
烟酸,煙酸,12392,yan suan
面筋,麪筋,12367,mian jin
丙二醇,丙二醇,12341,bing er chun
力存,力存,12241,li cun
过桥米线,過橋米線,12239,guo qiao mi xian
核黄素,核黃素,12202,he huang su
葡萄柚,葡萄柚,12184,pu tao you
烤全羊,烤全羊,12171,kao quan yang
解百纳,解百納,12159,jie bai na
甜酒,甜酒,12146,tian jiu
香槟酒,香檳酒,12144,xiang bin jiu
鲁菜,魯菜,12015,lu cai
家庭版,家庭版,11997,jia ting ban
明矾,明礬,11938,ming fan
白葡萄酒,白葡萄酒,11869,bai pu tao jiu
蛋卷,蛋卷,11852,dan juan
冰糖葫芦,冰糖葫蘆,11766,bing tang hu lu
花糕,花糕,11741,hua gao
罗汉果,羅漢果,11722,luo han guo
南翔,南翔,11578,nan xiang
重庆火锅,重慶火鍋,11555,chong qing huo guo
炸酱面,炸醬麪,11531,zha jiang mian
鹌鹑蛋,鵪鶉蛋,11479,an chun dan
色香味俱全,色香味俱全,11452,se xiang wei ju quan
莴笋,萵筍,11416,wo sun
辣椒粉,辣椒粉,11414,la jiao fen
肉粥,肉粥,11386,rou zhou
豆汁,豆汁,11348,dou zhi
礼记,禮記,11347,li ji
孜然,孜然,11305,zi ran
吐司,吐司,11293,tu si
牛尾,牛尾,11258,niu wei
豆腐脑,豆腐腦,11230,dou fu nao
火龙果,火龍果,11229,huo long guo
动物油,動物油,11148,dong wu you
鱼子酱,魚子醬,10858,yu zi jiang
西芹,西芹,10848,xi qin
白粥,白粥,10809,bai zhou
金屋藏娇,金屋藏嬌,10712,jin wu cang jiao
苦中作乐,苦中作樂,10676,ku zhong zuo le
黑松,黑松,10527,hei song
松茸,松茸,10523,song rong
烧鹅,燒鵝,10502,shao e
啫喱,啫喱,10482,zhe li
龙丹,龍丹,10469,long dan
硬脂酸,硬脂酸,10398,ying zhi suan
薄饼,薄餅,10364,bao bing
亚麻酸,亞麻酸,10186,ya ma suan
山竹,山竹,10171,shan zhu
沙拉酱,沙拉醬,10136,sha la jiang
湘莲,湘蓮,10131,xiang lian
蒜苗,蒜苗,10109,suan miao
苹果酸,蘋果酸,10103,ping guo suan
牛扒,牛扒,10097,niu ba
吐温,吐溫,10076,tu wen
八宝粥,八寶粥,10044,ba bao zhou
牛骨,牛骨,9990,niu gu
隆鑫,隆鑫,9957,long xin
小火煮,小火煮,9955,xiao huo zhu
凤爪,鳳爪,9914,feng zhao
芭乐,芭樂,9906,ba le
牛鞭,牛鞭,9891,niu bian
花生仁,花生仁,9838,hua sheng ren
绿豆芽,綠豆芽,9756,lv dou ya
曲酒,麴酒,9747,qu jiu
青果,青果,9742,qing guo
肠粉,腸粉,9724,chang fen
通心粉,通心粉,9718,tong xin fen
古井贡,古井貢,9659,gu jing gong
羊排,羊排,9649,yang pai
泡馍,泡饃,9585,pao mo
冬枣,冬棗,9575,dong zao
回锅肉,回鍋肉,9522,hui guo rou
糕饼,糕餅,9506,gao bing
保健茶,保健茶,9453,bao jian cha
酸梅汤,酸梅湯,9405,suan mei tang
牛磺酸,牛磺酸,9391,niu huang suan
苦丁茶,苦丁茶,9353,ku ding cha
调和油,調和油,9349,tiao he you
淀粉酶,澱粉酶,9336,dian fen mei
卤味,滷味,9267,lu wei
糖衣炮弹,糖衣炮彈,9249,tang yi pao dan
蛋挞,蛋撻,9235,dan ta
牛杂,牛雜,9131,niu za
漂白剂,漂白劑,9111,piao bai ji
赤豆,赤豆,9072,chi dou
柠檬黄,檸檬黃,9043,ning meng huang
植酸,植酸,9029,zhi suan
馍馍,饃饃,9026,mo mo
肥肠,肥腸,8986,fei chang
葡萄汁,葡萄汁,8909,pu tao zhi
黑胡椒,黑胡椒,8907,hei hu jiao
基摩,基摩,8898,ji mo
冠生园,冠生園,8896,guan sheng yuan
张记,張記,8894,zhang ji
姜黄,薑黃,8784,jiang huang
上清饮,上清飲,8725,shang qing yin
爆肚,爆肚,8708,bao du
锅贴,鍋貼,8673,guo tie
琼脂,瓊脂,8671,qiong zhi
小馒头,小饅頭,8641,xiao man tou
甲壳素,甲殼素,8634,jia qiao su
眼肉,眼肉,8618,yan rou
烤羊肉串,烤羊肉串,8617,kao yang rou chuan
蔬菜汤,蔬菜湯,8421,shu cai tang
天果,天果,8411,tian guo
炒米,炒米,8380,chao mi
辣汤,辣湯,8375,la tang
糌粑,糌粑,8369,zan ba
茭白,茭白,8349,jiao bai
花卷,花捲,8321,hua juan
着色剂,着色劑,8305,zhuo se ji
甘氨酸,甘氨酸,8250,gan an suan
浆水,漿水,8250,jiang shui
茼蒿,茼蒿,8201,tong hao
黑茶,黑茶,8201,hei cha
轩尼诗,軒尼詩,8192,xuan ni shi
氧化镁,氧化鎂,8177,yang hua mei
酒精饮料,酒精飲料,8156,jiu jing yin liao
蒜蓉,蒜蓉,8133,suan rong
龙凤呈祥,龍鳳呈祥,8050,long feng cheng xiang
酸菜鱼,酸菜魚,8023,suan cai yu
烧心,燒心,8008,shao xin
提拉米苏,提拉米蘇,7989,ti la mi su
果佳,果佳,7968,guo jia
焦糖,焦糖,7940,jiao tang
糯米饭,糯米飯,7937,nuo mi fan
开口笑,開口笑,7908,kai kou xiao
白豆,白豆,7906,bai dou
炖肉,燉肉,7901,dun rou
百页,百頁,7804,bai ye
武昌鱼,武昌魚,7801,wu chang yu
苞米,苞米,7801,bao mi
楼外楼,樓外樓,7795,lou wai lou
米果,米果,7794,mi guo
土豆泥,土豆泥,7791,tu dou ni
小茴香,小茴香,7767,xiao hui xiang
蓝带,藍帶,7759,lan dai
金耳,金耳,7735,jin er
天仁,天仁,7721,tian ren
马肉,馬肉,7716,ma rou
鸭脖子,鴨脖子,7670,ya bo zi
草菇,草菇,7665,cao gu
苹果醋,蘋果醋,7625,ping guo cu
面鲜,面鮮,7610,mian xian
发菜,髮菜,7592,fa cai
蜜柑,蜜柑,7539,mi gan
碳酸氢钠,碳酸氫鈉,7536,tan suan qing na
肉夹馍,肉夾饃,7532,rou jia mo
羊肉汤,羊肉湯,7526,yang rou tang
奶油蛋糕,奶油蛋糕,7515,nai you dan gao
红土地,紅土地,7498,hong tu di
板鸭,板鴨,7492,ban ya
氢氧化钠,氫氧化鈉,7466,qing yang hua na
牛皮糖,牛皮糖,7431,niu pi tang
芬达,芬達,7410,fen da
丙氨酸,丙氨酸,7407,bing an suan
肉骨头,肉骨頭,7403,rou gu tou
龙眼肉,龍眼肉,7390,long yan rou
凉面,涼麪,7354,liang mian
安格斯,安格斯,7281,an ge si
抓饭,抓飯,7279,zhua fan
竹荪,竹蓀,7236,zhu sun
太子奶,太子奶,7208,tai zi nai
糍粑,餈粑,7207,ci ba
孔雀开屏,孔雀開屏,7194,kong que kai ping
刀削面,刀削麪,7105,dao xiao mian
白切,白切,7104,bai qie
蒸饺,蒸餃,7081,zheng jiao
利嘉,利嘉,7008,li jia
靛蓝,靛藍,6925,dian lan
三创,三創,6914,san chuang
燕麦片,燕麥片,6875,yan mai pian
石斑鱼,石斑魚,6871,shi ban yu
紫竹林,紫竹林,6859,zi zhu lin
驴打滚,驢打滾,6848,lv da gun
润明,潤明,6831,run ming
青茶,青茶,6818,qing cha
芸豆,芸豆,6800,yun dou
道酒,道酒,6778,dao jiu
花蛋糕,花蛋糕,6774,hua dan gao
菠萝蜜,菠蘿蜜,6764,bo luo mi
美食之旅,美食之旅,6756,mei shi zhi lv
麦饭,麥飯,6718,mai fan
夜光杯,夜光杯,6658,ye guang bei
压缩饼干,壓縮餅乾,6627,ya suo bing gan
麻婆豆腐,麻婆豆腐,6627,ma po dou fu
硫酸铜,硫酸銅,6622,liu suan tong
东来顺,東來順,6619,dong lai shun
徽菜,徽菜,6538,hui cai
金菊,金菊,6491,jin ju
白胡椒,白胡椒,6487,bai hu jiao
方糖,方糖,6485,fang tang
干白,乾白,6407,gan bai
刺五加,刺五加,6393,ci wu jia
增稠剂,增稠劑,6390,zeng chou ji
雪团,雪團,6375,xue tuan
比目鱼,比目魚,6366,bi mu yu
粉皮,粉皮,6308,fen pi
包面,包面,6258,bao mian
热干面,熱乾麪,6238,re gan mian
糖粉,糖粉,6214,tang fen
茶饼,茶餅,6210,cha bing
古越龙山,古越龍山,6202,gu yue long shan
顶呱呱,頂呱呱,6200,ding gua gua
牛柳,牛柳,6176,niu liu
伊力特,伊力特,6164,yi li te
餐包,餐包,6156,can bao
平菇,平菇,6132,ping gu
鱼香肉丝,魚香肉絲,6127,yu xiang rou si
酶制剂,酶製劑,6116,mei zhi ji
芝士蛋糕,芝士蛋糕,6106,zhi shi dan gao
羊杂,羊雜,6105,yang za
果蔬汁,果蔬汁,6104,guo shu zhi
沱茶,沱茶,6080,tuo cha
青木瓜,青木瓜,6075,qing mu gua
烧麦,燒麥,6069,shao mai
番石榴,番石榴,6068,fan shi liu
米糕,米糕,6060,mi gao
牦牛肉,犛牛肉,6035,mao niu rou
金桔,金桔,6018,jin ju
米皮,米皮,6004,mi pi
甜甜圈,甜甜圈,6001,tian tian quan
甜面酱,甜麪醬,5999,tian mian jiang
脱脂牛奶,脫脂牛奶,5991,tuo zhi niu nai
鱼罐头,魚罐頭,5838,yu guan tou
水果沙拉,水果沙拉,5830,shui guo sha la
辣子鸡,辣子雞,5823,la zi ji
羊肉泡馍,羊肉泡饃,5821,yang rou pao mo
五香粉,五香粉,5794,wu xiang fen
泡芙,泡芙,5780,pao fu
三道茶,三道茶,5767,san dao cha
桂林米粉,桂林米粉,5755,gui lin mi fen
覆盆子,覆盆子,5741,fu pen zi
薄荷叶,薄荷葉,5738,bo he ye
黄花鱼,黃花魚,5718,huang hua yu
菜豆腐,菜豆腐,5668,cai dou fu
蓝城,藍城,5658,lan cheng
朗姆酒,朗姆酒,5651,lang mu jiu
奶汤,奶湯,5648,nai tang
金华火腿,金華火腿,5634,jin hua huo tui
抗坏血酸,抗壞血酸,5600,kang huai xue suan
丁酸,丁酸,5596,ding suan
壳聚糖,殼聚糖,5590,ke ju tang
烤乳猪,烤乳豬,5581,kao ru zhu
东坡肉,東坡肉,5563,dong po rou
鱼露,魚露,5546,yu lu
聚乙烯醇,聚乙烯醇,5524,ju yi xi chun
炒栗子,炒栗子,5519,chao li zi
糖醋排骨,糖醋排骨,5465,tang cu pai gu
汇泉,匯泉,5422,hui quan
磷酸二氢钾,磷酸二氫鉀,5419,lin suan er qing jia
佛跳墙,佛跳牆,5400,fu tiao qiang
咸亨,咸亨,5380,xian heng
沙士,沙士,5368,sha shi
阳春面,陽春麪,5353,yang chun mian
鲥鱼,鰣魚,5331,shi yu
葡萄糖酸钙,葡萄糖酸鈣,5330,pu tao tang suan gai
稻花香,稻花香,5282,dao hua xiang
叉烧包,叉燒包,5272,cha shao bao
香辣蟹,香辣蟹,5265,xiang la xie
鸡杂,雞雜,5264,ji za
速溶咖啡,速溶咖啡,5246,su rong ka fei
老边,老邊,5240,lao bian
西冷,西冷,5235,xi leng
巧克力蛋糕,巧克力蛋糕,5229,qiao ke li dan gao
消泡剂,消泡劑,5225,xiao pao ji
便宜坊,便宜坊,5219,pian yi fang
冰沙,冰沙,5177,bing sha
野猪肉,野豬肉,5177,ye zhu rou
苹果派,蘋果派,5128,ping guo pai
胭脂红,胭脂紅,5119,yan zhi hong
龟苓膏,龜苓膏,5113,gui ling gao
猴头菇,猴頭菇,5108,hou tou gu
氯化钙,氯化鈣,5105,lv hua gai
酸辣粉,酸辣粉,5104,suan la fen
豆腐乳,豆腐乳,5098,dou fu ru
龙虎斗,龍虎鬥,5052,long hu dou
鼠尾草,鼠尾草,5040,shu wei cao
酒石酸,酒石酸,5034,jiu shi suan
山梨酸,山梨酸,4922,shan li suan
牛肉片,牛肉片,4906,niu rou pian
长豆,長豆,4900,zhang dou
莼菜,蓴菜,4885,chun cai
甜蜜素,甜蜜素,4863,tian mi su
鱿鱼丝,魷魚絲,4847,you yu si
慕斯,慕斯,4835,mu si
豆腐汤,豆腐湯,4822,dou fu tang
玉兰片,玉蘭片,4819,yu lan pian
锅盔,鍋盔,4814,guo kui
虾球,蝦球,4811,xia qiu
百里香,百里香,4791,bai li xiang
两张皮,兩張皮,4787,liang zhang pi
牛肉丸,牛肉丸,4786,niu rou wan
椰奶,椰奶,4721,ye nai
非常可乐,非常可樂,4685,fei chang ke le
硫酸亚铁,硫酸亞鐵,4664,liu suan ya tie
香蕉船,香蕉船,4640,xiang jiao chuan
绿豆糕,綠豆糕,4620,lv dou gao
毛肚,毛肚,4606,mao du
锅边,鍋邊,4605,guo bian
卡赛,卡賽,4584,ka sai
三得利,三得利,4581,san de li
文昌鸡,文昌雞,4556,wen chang ji
皮蛋瘦肉粥,皮蛋瘦肉粥,4539,pi dan shou rou zhou
干丝,乾絲,4535,gan si
金威啤酒,金威啤酒,4514,jin wei pi jiu
金鸡独立,金雞獨立,4492,jin ji du li
黄面,黃面,4479,huang mian
蛋黄派,蛋黃派,4454,dan huang pai
姜糖,薑糖,4444,jiang tang
奶皮,奶皮,4431,nai pi
荣氏,榮氏,4413,rong shi
白肚,白肚,4399,bai du
绿豆粥,綠豆粥,4399,lv dou zhou
花椒粉,花椒粉,4377,hua jiao fen
云雾茶,雲霧茶,4364,yun wu cha
虾饺,蝦餃,4346,xia jiao
黑椒,黑椒,4343,hei jiao
米茶,米茶,4343,mi cha
粉蒸肉,粉蒸肉,4323,fen zheng rou
豆腐花,豆腐花,4319,dou fu hua
碳酸钠,碳酸鈉,4319,tan suan na
松糕,鬆糕,4309,song gao
拉条,拉條,4292,la tiao
红烧鱼,紅燒魚,4275,hong shao yu
杏花楼,杏花樓,4272,xing hua lou
转面,轉面,4249,zhuan mian
莜面,莜麪,4242,you mian
诺丽,諾麗,4240,nuo li
烤地瓜,烤地瓜,4214,kao di gua
甜汤,甜湯,4200,tian tang
醪糟,醪糟,4200,lao zao
梭子蟹,梭子蟹,4195,suo zi xie
大盘鸡,大盤雞,4189,da pan ji
甜茶,甜茶,4172,tian cha
盐水鸭,鹽水鴨,4166,yan shui ya
硝酸钠,硝酸鈉,4137,xiao suan na
珠江啤酒,珠江啤酒,4105,zhu jiang pi jiu
春饼,春餅,4105,chun bing
杏核,杏核,4092,xing he
汤类,湯類,4086,tang lei
辣白菜,辣白菜,4067,la bai cai
酸汤鱼,酸湯魚,4062,suan tang yu
广州酒家,廣州酒家,4048,guang zhou jiu jia
黄袍加身,黃袍加身,4031,huang pao jia shen
黄山毛峰,黃山毛峯,4018,huang shan mao feng
爱尔兰咖啡,愛爾蘭咖啡,4017,ai er lan ka fei
冰醋酸,冰醋酸,4012,bing cu suan
耳朵眼,耳朵眼,4011,er duo yan
云吞面,雲吞麪,3989,yun tun mian
狗不理包子,狗不理包子,3981,gou bu li bao zi
百鸟朝凤,百鳥朝鳳,3979,bai niao chao feng
猫耳朵,貓耳朵,3978,mao er duo
白灼,白灼,3973,bai zhuo
肉罐头,肉罐頭,3972,rou guan tou
嘉吉,嘉吉,3939,jia ji
糖炒栗子,糖炒栗子,3936,tang chao li zi
韭黄,韭黃,3930,jiu huang
谭鱼头,譚魚頭,3930,tan yu tou
二龙戏珠,二龍戲珠,3905,er long xi zhu
南美白对虾,南美白對蝦,3902,nan mei bai dui xia
煎饼果子,煎餅果子,3896,jian bing guo zi
麦片粥,麥片粥,3878,mai pian zhou
沙枣,沙棗,3854,sha zao
花根,花根,3843,hua gen
加去,加去,3840,jia qu
金酒,金酒,3833,jin jiu
玉米饼,玉米餅,3818,yu mi bing
金种子,金種子,3794,jin zhong zi
担担面,擔擔麪,3792,dan dan mian
蒸馏酒,蒸餾酒,3746,zheng liu jiu
宫保鸡,宮保雞,3741,gong bao ji
茶树菇,茶樹菇,3708,cha shu gu
锦芳,錦芳,3704,jin fang
浓缩果汁,濃縮果汁,3697,nong suo guo zhi
米糖,米糖,3685,mi tang
串串香,串串香,3679,chuan chuan xiang
刀狼,刀狼,3665,dao lang
肌醇,肌醇,3661,ji chun
牛肝菌,牛肝菌,3661,niu gan jun
丁酮,丁酮,3658,ding tong
西湖醋,西湖醋,3651,xi hu cu
