simp_word,trad_word,freq,pinyin
补偿,補償,114081,bu chang
潜力,潛力,113012,qian li
短期,短期,110737,duan qi
季度,季度,110195,ji du
品种,品種,108775,pin zhong
级别,級別,106729,ji bie
幅度,幅度,106332,fu du
出售,出售,104773,chu shou
黄金,黃金,104145,huang jin
产权,產權,103763,chan quan
期限,期限,102498,qi xian
收益,收益,102220,shou yi
营销,營銷,102134,ying xiao
商务,商務,101967,shang wu
财富,財富,99593,cai fu
顾客,顧客,99546,gu ke
发行,發行,99502,fa xing
财务,財務,98448,cai wu
账户,賬戶,98305,zhang hu
投资者,投資者,98139,tou zi zhe
受损,受損,97533,shou sun
缴纳,繳納,96884,jiao na
税收,稅收,96632,shui shou
主管部门,主管部門,95437,zhu guan bu men
货币,貨幣,94665,huo bi
研究员,研究員,93228,yan jiu yuan
基金会,基金會,92440,ji jin hui
百分点,百分點,92342,bai fen dian
物业,物業,91610,wu ye
特区,特區,91388,te qu
等级,等級,90805,deng ji
日期,日期,90222,ri qi
企业家,企業家,85988,qi ye jia
债务,債務,85458,zhai wu
比重,比重,84379,bi zhong
崛起,崛起,84150,jue qi
代理,代理,83939,dai li
调控,調控,82856,tiao kong
协同,協同,82491,xie tong
业绩,業績,81889,ye ji
本土,本土,81012,ben tu
农产品,農產品,80792,nong chan pin
数额,數額,80330,shu e
收购,收購,80160,shou gou
租赁,租賃,80068,zu lin
储备,儲備,79268,chu bei
查获,查獲,78697,cha huo
组合,組合,78688,zu he
周期,週期,77769,zhou qi
着手,着手,77456,zhuo shou
通讯,通訊,77199,tong xun
证券,證券,76141,zheng quan
恶化,惡化,75850,e hua
友谊,友誼,75401,you yi
责任人,責任人,75331,ze ren ren
正规,正規,75018,zheng gui
国际化,國際化,74559,guo ji hua
流通,流通,74519,liu tong
奖金,獎金,74326,jiang jin
供给,供給,74310,gong ji
财政部,財政部,74243,cai zheng bu
信用,信用,74087,xin yong
备案,備案,73378,bei an
捐款,捐款,72000,juan kuan
挂牌,掛牌,70411,gua pai
筹备,籌備,70317,chou bei
下滑,下滑,70070,xia hua
上月,上月,69522,shang yue
开发区,開發區,68969,kai fa qu
赚钱,賺錢,67360,zhuan qian
个体,個體,66861,ge ti
市场化,市場化,66692,shi chang hua
板块,板塊,66615,ban kuai
成交,成交,66600,cheng jiao
中介,中介,66552,zhong jie
下跌,下跌,66515,xia die
涨幅,漲幅,66023,zhang fu
太平洋,太平洋,65735,tai ping yang
受贿,受賄,65518,shou hui
初期,初期,64890,chu qi
中小企业,中小企業,62836,zhong xiao qi ye
达标,達標,62409,da biao
产量,產量,62095,chan liang
订单,訂單,61502,ding dan
均衡,均衡,61422,jun heng
存款,存款,61000,cun kuan
经营者,經營者,60137,jing ying zhe
波动,波動,59311,bo dong
招商,招商,58645,zhao shang
华侨,華僑,58607,hua qiao
审计,審計,57923,shen ji
电子商务,電子商務,57188,dian zi shang wu
股票,股票,57149,gu piao
份额,份額,56823,fen e
遗产,遺產,56020,yi chan
结算,結算,55679,jie suan
隔离,隔離,55292,ge li
业界,業界,54352,ye jie
国企,國企,54248,guo qi
促销,促銷,54072,cu xiao
签字,簽字,53592,qian zi
垄断,壟斷,53492,long duan
利率,利率,53477,li lv
社保,社保,53175,she bao
招标,招標,52855,zhao biao
额度,額度,52404,e du
月薪,月薪,52357,yue xin
租金,租金,52160,zu jin
合并,合併,52121,he bing
定价,定價,52095,ding jia
低价,低價,51915,di jia
进出口,進出口,51867,jin chu kou
发改委,發改委,51662,fa gai wei
反弹,反彈,51645,fan dan
欧元,歐元,51614,ou yuan
控股,控股,51444,kong gu
转让,轉讓,51273,zhuan rang
担保,擔保,51072,dan bao
外资,外資,51027,wai zi
伪造,僞造,50938,wei zao
指引,指引,50911,zhi yin
瓶颈,瓶頸,50829,ping jing
定点,定點,50653,ding dian
开办,開辦,50588,kai ban
股东,股東,50247,gu dong
上游,上游,49875,shang you
法人,法人,49467,fa ren
专利,專利,48971,zhuan li
收回,收回,48925,shou hui
央行,央行,48921,yang hang
形态,形態,48636,xing tai
筹集,籌集,48582,chou ji
转换,轉換,48300,zhuan huan
信贷,信貸,48283,xin dai
银行卡,銀行卡,48277,yin hang ka
被盗,被盜,48115,bei dao
网点,網點,48076,wang dian
走势,走勢,47762,zou shi
攀升,攀升,47323,pan sheng
仓库,倉庫,46589,cang ku
工商局,工商局,46251,gong shang ju
厂房,廠房,46103,chang fang
结构性,結構性,45943,jie gou xing
缴费,繳費,45688,jiao fei
到期,到期,44970,dao qi
混合,混合,44652,hun he
招商引资,招商引資,44644,zhao shang yin zi
步骤,步驟,43778,bu zhou
区间,區間,43612,qu jian
参与者,參與者,43237,can yu zhe
商会,商會,43102,shang hui
缺口,缺口,42908,que kou
国际上,國際上,42843,guo ji shang
产值,產值,42791,chan zhi
宣告,宣告,42487,xuan gao
下调,下調,42398,xia diao
款项,款項,42305,kuan xiang
利息,利息,42302,li xi
国民经济,國民經濟,42025,guo min jing ji
获利,獲利,41787,huo li
安全性,安全性,41309,an quan xing
亏损,虧損,41100,kui sun
存放,存放,41015,cun fang
低迷,低迷,40781,di mi
巨头,巨頭,40710,ju tou
库存,庫存,40686,ku cun
吸纳,吸納,40606,xi na
恐慌,恐慌,40553,kong huang
电网,電網,40270,dian wang
上调,上調,40231,shang diao
类别,類別,39956,lei bie
原告,原告,39937,yuan gao
筛选,篩選,39771,shai xuan
华商,華商,39629,hua shang
四大,四大,38734,si da
亚太,亞太,38572,ya tai
多样化,多樣化,38285,duo yang hua
合作社,合作社,38076,he zuo she
考量,考量,37447,kao liang
报酬,報酬,37389,bao chou
增值,增值,37316,zeng zhi
归还,歸還,37293,gui huan
流动性,流動性,37000,liu dong xing
索赔,索賠,36942,suo pei
财力,財力,36705,cai li
测量,測量,36689,ce liang
标注,標註,36587,biao zhu
余额,餘額,36288,yu e
红利,紅利,36173,hong li
经销商,經銷商,36080,jing xiao shang
赌博,賭博,35876,du bo
构筑,構築,35520,gou zhu
模型,模型,35416,mo xing
纳税人,納稅人,35289,na shui ren
兼职,兼職,35102,jian zhi
拨款,撥款,35062,bo kuan
扣除,扣除,34907,kou chu
返还,返還,34831,fan huan
首创,首創,34603,shou chuang
付款,付款,34574,fu kuan
偿还,償還,34550,chang huan
集会,集會,34354,ji hui
内需,內需,34334,nei xu
议案,議案,34258,yi an
挪用,挪用,34233,nuo yong
惯例,慣例,33866,guan li
突破口,突破口,33771,tu po kou
年会,年會,33686,nian hui
副主席,副主席,33608,fu zhu xi
密度,密度,33557,mi du
均价,均價,33447,jun jia
闲置,閒置,33392,xian zhi
区域性,區域性,33169,qu yu xing
冻结,凍結,33061,dong jie
数据库,數據庫,33029,shu ju ku
行长,行長,32913,xing zhang
核准,覈准,32880,he zhun
一季度,一季度,32755,yi ji du
楼盘,樓盤,32718,lou pan
债券,債券,32695,zhai quan
观测,觀測,32649,guan ce
董事,董事,32637,dong shi
凭证,憑證,32214,ping zheng
拖欠,拖欠,32167,tuo qian
编号,編號,32129,bian hao
团购,團購,32005,tuan gou
欺骗,欺騙,31687,qi pian
增长率,增長率,31624,zeng zhang lv
博弈,博弈,31567,bo yi
利好,利好,31520,li hao
泡沫,泡沫,31382,pao mo
世博,世博,31335,shi bo
实战,實戰,31122,shi zhan
全国性,全國性,30984,quan guo xing
卖出,賣出,30936,mai chu
募集,募集,30698,mu ji
透明度,透明度,30687,tou ming du
汇率,匯率,30539,hui lv
稳健,穩健,30480,wen jian
购房者,購房者,30393,gou fang zhe
信用卡,信用卡,30305,xin yong ka
彩票,彩票,30037,cai piao
薪酬,薪酬,29991,xin chou
社会保险,社會保險,29946,she hui bao xian
折扣,折扣,29929,zhe kou
英镑,英鎊,29915,ying bang
投标,投標,29607,tou biao
进场,進場,29412,jin chang
落下,落下,29102,la xia
成交量,成交量,28913,cheng jiao liang
日元,日元,28792,ri yuan
交易所,交易所,28424,jiao yi suo
集合,集合,28110,ji he
核定,覈定,28020,he ding
基准,基準,27905,ji zhun
参保,參保,27630,can bao
总收入,總收入,27520,zong shou ru
破产,破產,27380,po chan
稳定性,穩定性,27169,wen ding xing
规章,規章,27150,gui zhang
修正,修正,26799,xiu zheng
津贴,津貼,26795,jin tie
飙升,飆升,26668,biao sheng
免职,免職,26657,mian zhi
油价,油價,26512,you jia
查封,查封,26363,cha feng
轮胎,輪胎,26259,lun tai
开盘,開盤,26185,kai pan
走私,走私,26041,zou si
外汇,外匯,26022,wai hui
免除,免除,25840,mian chu
报价,報價,25794,bao jia
失业率,失業率,25782,shi ye lv
打折,打折,25755,da zhe
转账,轉賬,25736,zhuan zhang
崩溃,崩潰,25695,beng kui
保险公司,保險公司,25683,bao xian gong si
宏观调控,宏觀調控,25619,hong guan tiao kong
代理人,代理人,25320,dai li ren
弊端,弊端,25291,bi duan
信誉,信譽,25264,xin yu
升值,升值,25183,sheng zhi
黑名单,黑名單,25159,hei ming dan
有效期,有效期,25134,you xiao qi
石化,石化,25046,shi hua
预留,預留,24510,yu liu
操纵,操縱,24398,cao zong
长城,長城,24250,chang cheng
股价,股價,24109,gu jia
华夏,華夏,24047,hua xia
新京报,新京報,23999,xin jing bao
天价,天價,23875,tian jia
违约,違約,23854,wei yue
持续性,持續性,23816,chi xu xing
环球时报,環球時報,23795,huan qiu shi bao
基调,基調,23792,ji diao
附加,附加,23639,fu jia
仲裁,仲裁,23429,zhong cai
珠江,珠江,23312,zhu jiang
写字楼,寫字樓,23282,xie zi lou
董事会,董事會,23269,dong shi hui
激增,激增,23221,ji zeng
杠杆,槓桿,23033,gang gan
投资人,投資人,22882,tou zi ren
拨付,撥付,22839,bo fu
分割,分割,22770,fen ge
跌幅,跌幅,22669,die fu
席位,席位,22541,xi wei
延期,延期,22535,yan qi
央企,央企,22450,yang qi
证监会,證監會,22393,zheng jian hui
兴业,興業,22382,xing ye
匮乏,匱乏,21961,kui fa
震荡,震盪,21868,zhen dang
总价,總價,21811,zong jia
买单,買單,21807,mai dan
增值税,增值稅,21772,zeng zhi shui
所有权,所有權,21649,suo you quan
票据,票據,21637,piao ju
期货,期貨,21635,qi huo
子公司,子公司,21631,zi gong si
金融业,金融業,21554,jin rong ye
汇款,匯款,21545,hui kuan
投资额,投資額,21541,tou zi e
多媒体,多媒體,21299,duo mei ti
保证金,保證金,21289,bao zheng jin
价位,價位,20766,jia wei
知情人,知情人,20671,zhi qing ren
筹资,籌資,20509,chou zi
按计划,按計劃,20372,an ji hua
集装箱,集裝箱,20140,ji zhuang xiang
机电,機電,20086,ji dian
抛出,拋出,20035,pao chu
产出,產出,19942,chan chu
贬值,貶值,19771,bian zhi
分化,分化,19642,fen hua
中标,中標,19586,zhong biao
差价,差價,19584,cha jia
同级,同級,19538,tong ji
投机,投機,19492,tou ji
合伙,合夥,19459,he huo
收盘,收盤,19418,shou pan
抽奖,抽獎,19408,chou jiang
饱和,飽和,19332,bao he
阿里巴巴,阿里巴巴,19329,a li ba ba
解散,解散,19241,jie san
获准,獲准,18948,huo zhun
经济危机,經濟危機,18947,jing ji wei ji
下落,下落,18945,xia luo
停职,停職,18907,ting zhi
赚取,賺取,18873,zhuan qu
审慎,審慎,18749,shen shen
生产能力,生產能力,18622,sheng chan neng li
波音,波音,18537,bo yin
关税,關稅,18505,guan shui
手续费,手續費,18417,shou xu fei
充斥,充斥,18362,chong chi
封顶,封頂,18288,feng ding
储蓄,儲蓄,18268,chu xu
复核,複覈,18216,fu he
监护人,監護人,18131,jian hu ren
暴涨,暴漲,17882,bao zhang
分红,分紅,17834,fen hong
盘活,盤活,17816,pan huo
理赔,理賠,17793,li pei
社会团体,社會團體,17771,she hui tuan ti
逆转,逆轉,17728,ni zhuan
华尔街日报,華爾街日報,17719,hua er jie ri bao
市值,市值,17693,shi zhi
港元,港元,17665,gang yuan
管理层,管理層,17641,guan li ceng
停滞,停滯,17542,ting zhi
万达,萬達,17519,wan da
评级,評級,17423,ping ji
供不应求,供不應求,17422,gong bu ying qiu
负债,負債,17374,fu zhai
扣留,扣留,17278,kou liu
大盘,大盤,17275,da pan
赤字,赤字,17182,chi zi
深层次,深層次,17148,shen ceng ci
欧元区,歐元區,17021,ou yuan qu
薪水,薪水,17017,xin shui
中信,中信,16949,zhong xin
明珠,明珠,16902,ming zhu
手势,手勢,16841,shou shi
不动产,不動產,16757,bu dong chan
网购,網購,16602,wang gou
国债,國債,16480,guo zhai
托管,託管,16403,tuo guan
不定期,不定期,16361,bu ding qi
清算,清算,16346,qing suan
主业,主業,16344,zhu ye
中国银行,中國銀行,16207,zhong guo yin hang
远东,遠東,16062,yuan dong
欠款,欠款,15988,qian kuan
协议书,協議書,15967,xie yi shu
偏离,偏離,15962,pian li
港币,港幣,15915,gang bi
白银,白銀,15807,bai yin
黄海,黃海,15792,huang hai
年薪,年薪,15758,nian xin
暴利,暴利,15641,bao li
撤回,撤回,15621,che hui
经纪人,經紀人,15500,jing ji ren
收益率,收益率,15458,shou yi lv
房地产业,房地產業,15425,fang di chan ye
宽带,寬帶,15375,kuan dai
购进,購進,15372,gou jin
境内外,境內外,15333,jing nei wai
计量,計量,15273,ji liang
化验,化驗,15255,hua yan
国际贸易,國際貿易,15110,guo ji mao yi
废止,廢止,15026,fei zhi
圣地,聖地,14926,sheng di
联谊,聯誼,14843,lian yi
赌场,賭場,14781,du chang
透支,透支,14740,tou zhi
发起人,發起人,14733,fa qi ren
保费,保費,14396,bao fei
上行,上行,14376,shang xing
保值,保值,14345,bao zhi
股份制,股份制,14260,gu fen zhi
中石化,中石化,14159,zhong shi hua
发货,發貨,14090,fa huo
南航,南航,14022,nan hang
中关村,中關村,13998,zhong guan cun
交易额,交易額,13941,jiao yi e
补办,補辦,13873,bu ban
差额,差額,13800,cha e
福彩,福彩,13694,fu cai
受惠,受惠,13678,shou hui
中小型,中小型,13671,zhong xiao xing
暴跌,暴跌,13647,bao die
信托,信託,13621,xin tuo
知情者,知情者,13441,zhi qing zhe
对外贸易,對外貿易,13419,dui wai mao yi
会计师,會計師,13391,kuai ji shi
井喷,井噴,13378,jing pen
本金,本金,13362,ben jin
中欧,中歐,13273,zhong ou
成因,成因,13254,cheng yin
净利润,淨利潤,13024,jing li run
精密,精密,12946,jing mi
通货膨胀,通貨膨脹,12930,tong huo peng zhang
贴息,貼息,12926,tie xi
万里,萬里,12909,wan li
交易量,交易量,12802,jiao yi liang
券商,券商,12714,quan shang
交易日,交易日,12689,jiao yi ri
跨国公司,跨國公司,12631,kua guo gong si
银监会,銀監會,12620,yin jian hui
下单,下單,12360,xia dan
大西洋,大西洋,12338,da xi yang
套取,套取,12310,tao qu
特许,特許,12200,te xu
金融时报,金融時報,12191,jin rong shi bao
债权,債權,12069,zhai quan
开户,開戶,12004,kai hu
洗钱,洗錢,11930,xi qian
代理商,代理商,11918,dai li shang
中海,中海,11843,zhong hai
购买力,購買力,11841,gou mai li
筹码,籌碼,11840,chou ma
财长,財長,11763,cai zhang
经济圈,經濟圈,11698,jing ji quan
资本市场,資本市場,11655,zi ben shi chang
股民,股民,11641,gu min
孵化器,孵化器,11622,fu hua qi
定金,定金,11460,ding jin
单据,單據,11455,dan ju
回扣,回扣,11375,hui kou
罢工,罷工,11325,ba gong
年报,年報,11267,nian bao
盘中,盤中,11263,pan zhong
平价,平價,11161,ping jia
华尔街,華爾街,11115,hua er jie
报表,報表,11086,bao biao
上浮,上浮,11036,shang fu
卖点,賣點,11021,mai dian
变数,變數,10918,bian shu
房贷,房貸,10830,fang dai
专款,專款,10774,zhuan kuan
建筑业,建築業,10756,jian zhu ye
中西,中西,10690,zhong xi
互换,互換,10687,hu huan
变卖,變賣,10619,bian mai
股指,股指,10546,gu zhi
硅谷,硅谷,10499,gui gu
技术改造,技術改造,10484,ji shu gai zao
连云港,連雲港,10472,lian yun gang
杂志社,雜誌社,10438,za zhi she
挤出,擠出,10378,ji chu
采样,採樣,10336,cai yang
债权人,債權人,10329,zhai quan ren
加息,加息,10293,jia xi
保税,保稅,10191,bao shui
盗取,盜取,10182,dao qu
消费税,消費稅,10177,xiao fei shui
完整性,完整性,10109,wan zheng xing
沃尔玛,沃爾瑪,10087,wo er ma
万科,萬科,10065,wan ke
市场部,市場部,10052,shi chang bu
介于,介於,10051,jie yu
美联储,美聯儲,10023,mei lian chu
畅游,暢遊,9972,chang you
契约,契約,9929,qi yue
放贷,放貸,9925,fang dai
麦当劳,麥當勞,9918,mai dang lao
面值,面值,9784,mian zhi
税务局,稅務局,9780,shui wu ju
赔钱,賠錢,9749,pei qian
福特,福特,9586,fu te
共产主义,共產主義,9522,gong chan zhu yi
按揭,按揭,9486,an jie
持卡,持卡,9478,chi ka
远期,遠期,9471,yuan qi
基点,基點,9396,ji dian
按月,按月,9328,an yue
炒股,炒股,9244,chao gu
工行,工行,9241,gong hang
竞标,競標,9225,jing biao
违约金,違約金,9209,wei yue jin
出局,出局,9195,chu ju
中兴,中興,9165,zhong xing
首席执行官,首席執行官,9153,shou xi zhi xing guan
独资,獨資,9143,du zi
铁道,鐵道,9124,tie dao
硬币,硬幣,9071,ying bi
跌破,跌破,9005,die po
插队,插隊,8951,cha dui
高利贷,高利貸,8945,gao li dai
专营,專營,8914,zhuan ying
估价,估價,8912,gu jia
益处,益處,8912,yi chu
工钱,工錢,8895,gong qian
推介会,推介會,8813,tui jie hui
回调,回調,8741,hui diao
超值,超值,8734,chao zhi
所有者,所有者,8728,suo you zhe
抵消,抵消,8724,di xiao
要价,要價,8715,yao jia
黑手,黑手,8695,hei shou
短线,短線,8670,duan xian
萧条,蕭條,8655,xiao tiao
出逃,出逃,8642,chu tao
经理人,經理人,8628,jing li ren
出货,出貨,8617,chu huo
佣金,佣金,8580,yong jin
体彩,體彩,8569,ti cai
市场占有率,市場佔有率,8560,shi chang zhan you lv
海尔,海爾,8513,hai er
东航,東航,8346,dong hang
压低,壓低,8340,ya di
损耗,損耗,8307,sun hao
图形,圖形,8293,tu xing
仪表,儀表,8288,yi biao
后市,後市,8226,hou shi
房款,房款,8218,fang kuan
上证,上證,8200,shang zheng
支票,支票,8199,zhi piao
增资,增資,8197,zeng zi
准备金率,準備金率,8181,zhun bei jin lv
顶峰,頂峯,8079,ding feng
发行量,發行量,7920,fa xing liang
淡出,淡出,7909,dan chu
收款,收款,7889,shou kuan
开门红,開門紅,7867,kai men hong
盗用,盜用,7823,dao yong
携程,攜程,7769,xie cheng
图表,圖表,7757,tu biao
古董,古董,7668,gu dong
买方,買方,7663,mai fang
摇摆,搖擺,7662,yao bai
资本金,資本金,7651,zi ben jin
申购,申購,7645,shen gou
接洽,接洽,7584,jie qia
大连港,大連港,7559,da lian gang
新世界,新世界,7488,xin shi jie
主营业务,主營業務,7444,zhu ying ye wu
现货,現貨,7434,xian huo
回报率,回報率,7401,hui bao lv
澳元,澳元,7393,ao yuan
资本主义,資本主義,7324,zi ben zhu yi
国有化,國有化,7308,guo you hua
批发商,批發商,7289,pi fa shang
涨跌,漲跌,7284,zhang die
主板,主板,7277,zhu ban
预热,預熱,7265,yu re
补助金,補助金,7244,bu zhu jin
顺差,順差,7235,shun cha
诺基亚,諾基亞,7197,nuo ji ya
可信度,可信度,7163,ke xin du
租借,租借,7143,zu jie
搜狐,搜狐,7138,sou hu
锦江,錦江,7128,jin jiang
母公司,母公司,7083,mu gong si
周期性,週期性,7071,zhou qi xing
新台阶,新臺階,7023,xin tai jie
外债,外債,6993,wai zhai
最高点,最高點,6937,zui gao dian
公用事业,公用事業,6814,gong yong shi ye
充值,充值,6772,chong zhi
网银,網銀,6770,wang yin
王府井,王府井,6731,wang fu jing
抛售,拋售,6718,pao shou
薪金,薪金,6700,xin jin
亚马逊,亞馬遜,6672,ya ma xun
卡号,卡號,6650,ka hao
保险业,保險業,6639,bao xian ye
质押,質押,6628,zhi ya
套现,套現,6617,tao xian
溢价,溢價,6559,yi jia
补足,補足,6522,bu zu
收储,收儲,6519,shou chu
陆家嘴,陸家嘴,6513,lu jia zui
可口可乐,可口可樂,6505,ke kou ke le
九州,九州,6481,jiu zhou
徐家汇,徐家彙,6457,xu jia hui
私企,私企,6429,si qi
年金,年金,6405,nian jin
过热,過熱,6399,guo re
吃紧,喫緊,6367,chi jin
本息,本息,6362,ben xi
汇丰,滙豐,6356,hui feng
倾销,傾銷,6322,qing xiao
净值,淨值,6319,jing zhi
遗嘱,遺囑,6271,yi zhu
遥遥领先,遙遙領先,6261,yao yao ling xian
不容乐观,不容樂觀,6243,bu rong le guan
入主,入主,6228,ru zhu
失守,失守,6203,shi shou
财团,財團,6201,cai tuan
逆势,逆勢,6174,ni shi
金牛,金牛,6143,jin niu
批文,批文,6125,pi wen
谷底,谷底,6125,gu di
附加费,附加費,6064,fu jia fei
增发,增發,6057,zeng fa
拒收,拒收,6043,ju shou
鄂尔多斯,鄂爾多斯,6015,e er duo si
国安,國安,6008,guo an
税金,稅金,5989,shui jin
南洋,南洋,5976,nan yang
总行,總行,5952,zong xing
斩获,斬獲,5951,zhan huo
财政赤字,財政赤字,5934,cai zheng chi zi
背书,背書,5914,bei shu
贵金属,貴金屬,5896,gui jin shu
市场体系,市場體系,5891,shi chang ti xi
暴富,暴富,5868,bao fu
委托书,委託書,5849,wei tuo shu
牛市,牛市,5832,niu shi
第一财经日报,第一財經日報,5814,di yi cai jing ri bao
散户,散戶,5810,san hu
联通,聯通,5809,lian tong
停牌,停牌,5807,ting pai
海航,海航,5797,hai hang
翻一番,翻一番,5767,fan yi fan
中行,中行,5766,zhong hang
救市,救市,5743,jiu shi
股本,股本,5730,gu ben
白云机场,白雲機場,5701,bai yun ji chang
存货,存貨,5688,cun huo
时效性,時效性,5682,shi xiao xing
逃税,逃稅,5659,tao shui
静止,靜止,5653,jing zhi
网下,網下,5614,wang xia
外币,外幣,5614,wai bi
金矿,金礦,5600,jin kuang
外销,外銷,5565,wai xiao
金条,金條,5532,jin tiao
保监会,保監會,5443,bao jian hui
流动资金,流動資金,5429,liu dong zi jin
盈余,盈餘,5413,ying yu
比价,比價,5359,bi jia
有价证券,有價證券,5338,you jia zheng quan
天津港,天津港,5318,tian jin gang
保单,保單,5317,bao dan
结清,結清,5315,jie qing
首付款,首付款,5312,shou fu kuan
展期,展期,5288,zhan qi
国民收入,國民收入,5272,guo min shou ru
古玩,古玩,5264,gu wan
反转,反轉,5234,fan zhuan
联办,聯辦,5171,lian ban
监事会,監事會,5151,jian shi hui
回购,回購,5126,hui gou
一年期,一年期,5122,yi nian qi
意向书,意向書,5108,yi xiang shu
中小板,中小板,5101,zhong xiao ban
面额,面額,5098,mian e
银联,銀聯,5097,yin lian
国网,國網,5086,guo wang
看涨,看漲,5084,kan zhang
经济参考报,經濟參考報,5070,jing ji can kao bao
借款人,借款人,5065,jie kuan ren
广发,廣發,5053,guang fa
承租人,承租人,5010,cheng zu ren
百花,百花,5000,bai hua
融通,融通,4999,rong tong
放量,放量,4959,fang liang
出纳,出納,4916,chu na
白云山,白雲山,4907,bai yun shan
准备金,準備金,4892,zhun bei jin
